"INDEX","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060"
34583,0.0384602070774245,0.0370028503076825,0.0428330789138706,0.0443906542071298,NA,0.0181742919080155,0.0344798123367235,0.0507721254048088,0.0699095602906927,0.0486355503323819,0.0469604817920328,0.0381498521456523,0.0534728273438743,0.0496485041262793,0.0455356510040981,0.0529102821191413,0.0545293210761516,0.0442043085773036,0.0470383718542242,0.0491298782879763,0.0440619664169463,0.0424594525432278,0.0654463890734159,0.0527163845884864,0.0489650306934018,0.0599996551789285,0.0509769026158478,0.0355342829814213,0.0390689635204845,0.0429762283332712,0.040022330671459,0.0521407905459454,0.0447472355604701,0.0448998488333126,0.0420934943345855,0.0441757803841319,0.0614983549443322,0.0366786980590502,0.0419001081436002,0.0381879685946365,0.0405580162132256,0.0471479224888106,0.0587134365779585,0.0381948055474877,0.0366647513116367,0.0530503392976638,0.0599312596371019,0.0537139929436935,0.032080874531082,0.038788293361232,0.0372523774315822,0.0387867869706979,0.0651631072412199,0.0559474281244082,0.0444775318165188,0.0428325984809554,0.0349142610086903,0.0525161416955019,0.0579116712130441,0.0543329207966459,0.0466853791184858,0.038312147597792,0.0462579123799843,0.0445634436830872,0.0597202189980695,0.0563388647876687,0.0578828803661152,0.0734868757336328,0.0842027615496459,0.0976474170361003,NA
34584,NA,0.00662129117598012,0.00771181856060554,NA,NA,0.0074728713032714,NA,0.0148894741364356,NA,0.0160809495632911,NA,0.00677853661520059,0.0187698131295426,0.0139108048980605,NA,NA,NA,0.0107186645979042,0.0151439027376918,0.0146117386203245,0.0111701361280042,0.010803781470645,0.0290092272969886,0.0161843314431228,0.0186029668156682,0.0226493971775172,0,0,0.011059061938651,0.012743472300293,0.0106363919617349,0,0,0.00759448547930502,0,0.0162669745854301,0.024020687178526,0.00879579813751717,0.0152324118022169,0.00964756755559075,0,0.0136128304479878,0.011456146355979,0,0.0104221959296222,0.0188985526138757,0.0219047512793689,0.0131649868383551,0.00668621183214037,0.0107671222967456,0.00958127788741091,0.0110633760997649,0.028336019482291,0.0154942739239009,0,0.0138003603503207,0.00891776252902869,0.0189508571615537,0.0140874902049893,0.0193920824977279,0,0.00733064650792326,0,0.0117553018746066,0.0206019960440524,0.0183579093687592,0.0235776877055314,0.0355188979002436,0.0462677401344774,0.0512263498540775,NA
34585,NA,NA,NA,NA,NA,0.00592372006351175,NA,0.0108771371477546,NA,0.0113861869178518,NA,0.0067656537610535,0.0131602166692528,0.0099473906939594,NA,NA,NA,0.0078478185008327,0.0107080928137203,0.0103537953761457,0.00811065832931468,0.00774129158258367,0.0202988113326063,0.0114044059838451,0.0130408025880358,0.015694859187485,0,0,0.00803266429407008,0.00905199551563178,0.00816456395399926,0,0,0.00637092747098591,0,0.0117640280437452,0.016235899503099,0,0.0108903548677767,0.00727061697616247,0,0.00993329687847336,0,0,0.00752473633354725,0.0130963995115329,0.0151276297258069,0.00972499540000766,0,0.0078766756688502,0.00697396767107931,0.00795511043102682,0.019821815846033,0.0113021626918807,0,0.00983389705806855,0.00655855188007816,0.0132104264969162,0.0102825899496794,0.0135093253422207,0,0.00632874089302219,0,0.00870644439915385,0.0143613484152649,0.0129882775750376,0.0160289764887337,0.0235549770938987,0.0317375970465439,0.0334538227939625,NA
35300,0.0383929879229649,0.0522392265410406,0.0488218201324186,0.0471317901996499,0.0156638063805722,0.0617897463006208,0.051882011864482,0.0623674812784289,0.0625434767423102,0.0599976633903459,0.049491040290192,0.0506230285797899,0.0686507291556021,0.0643483958958558,0.0509758523991138,0.0535804399026215,0.0531241864324031,0.0539186108921903,0.060103905928395,0.0616789594821176,0.0568379675795905,0.0572286531305662,0.0839676964493595,0.0632436551679399,0.0590632081590791,0.0706096294243466,0.0518435414004819,0.0350438252472147,0.0465373870993584,0.0517137762529325,0.0528041092366658,0.0555975378512327,0.044798423092278,0.0456949581340611,0.0410917299541123,0.0529015720258047,0.073707746449093,0.0478015226543191,0.0529221670655284,0.0471155481950823,0.0532361161401085,0.0599847362200133,0.0640949172167118,0.040184422626951,0.0441050717125131,0.0636617992219483,0.0705356629272626,0.0690210931391317,0.0412983454622924,0.0482009043223219,0.0466562063860679,0.0476276667633616,0.0789784223283836,0.0677140138229438,0.0460181055611497,0.0522769108683255,0.0422566673580955,0.0642318281411009,0.0732387761005814,0.0689644068844455,0.0621252363545245,0.0538087598428357,0.0486828693067619,0.0535586187987631,0.0726160760517867,0.068792163731249,0.0694192965366769,0.0823602879771774,0.101766704927347,0.1107464012385,NA
35301,0.0435296759857572,0.0477329828838378,0.0483011637531484,0.0494634041022897,0.0183608269698071,0.0511577818245268,0.0574722036181873,0.0601112352558116,0.0646641585862775,0.0598577079856447,0.0518032927827542,0.0489426591376299,0.0687869704475877,0.0660316321588155,0.0525036387239608,0.0553002791579974,0.0550450121687067,0.0554968709432671,0.0616859783921893,0.0618524459098396,0.0594894901417313,0.0591656158173106,0.0862460779783707,0.0654322371159672,0.0605659206246401,0.072817533458205,0.0534947864512527,0.0362519714019947,0.0480931415879573,0.053185946403503,0.0520230238747905,0.0560166628492237,0.0463490183211228,0.047340642323996,0.0425023230590675,0.0544901564948015,0.0759779039862248,0.0471809262830885,0.0532948031377706,0.0483823258165658,0.0523714364457109,0.0602405769647696,0.0656823624163452,0.0413601449199909,0.0454562233911776,0.0654264645065068,0.0725834678066924,0.070808965025971,0.0421661905631264,0.0493743031103,0.0479468334714346,0.0489032633906432,0.0812207572666755,0.0697433168692846,0.0474216115111825,0.0539012170029603,0.0434340700830416,0.0661578242985007,0.0754185243487439,0.0708416500020073,0.0613626876363455,0.0518031732844489,0.0490298054265382,0.0552100785715135,0.0747994833498501,0.0708710218428855,0.0714450769935847,0.089063764011785,0.101024993712133,0.110941050539937,NA
35302,0.0413100601438341,0.0478898393443438,0.0481422567577531,0.0482757790985284,0.0341608776605106,0.0412972696662323,0.0505438056245686,0.060311140314129,0.0656453146750064,0.060025157629232,0.0518028378327314,0.0487741744974783,0.0683498013762196,0.0653700035419822,0.0528312066366809,0.0554258559660396,0.0552234323441728,0.055763732145105,0.0618920668946278,0.0613008107022979,0.0603109869156985,0.0591212911579358,0.0856614446437201,0.0659877465935444,0.0608211438491324,0.0731133363503139,0.053679579278223,0.036432173093022,0.048376649037534,0.0535037657999668,0.0520759531360141,0.0558959557673488,0.046531255645103,0.0474763852633603,0.042670046705359,0.0547912670191753,0.0763593673182925,0.0471855010027514,0.0532860870621215,0.0486359034137526,0.0524348830405476,0.0602542638840921,0.0626629546486348,0.0403886431667186,0.0455155327073715,0.0657748154035673,0.0729783610504093,0.0710005793101625,0.0422416347461253,0.0495703383777106,0.0481240864350604,0.0490956546463566,0.0816349895346586,0.0699901398230067,0.0475678830379099,0.0540700867806524,0.04363220028902,0.066505382458041,0.0756129198196242,0.0709109113346942,0.0611554218823425,0.0513519525667474,0.0488518877533841,0.0555128734634925,0.0750696494327912,0.0710980027896065,0.0715838065489684,0.087451048821656,0.103002302555222,0.106452020182163,NA
35303,0.0426858885324653,0.0473396074776414,0.0467275732618963,0.0502229320141237,0.027895874845818,0.0375483047784291,0.0454683644155349,0.0593296280431633,0.0678454098649626,0.0586300776411328,0.0513594573911463,0.0481389856064568,0.0680820603498901,0.0614124814850777,0.050306909802299,0.0557261827257674,0.0571860747077708,0.0558197371446059,0.059342313177937,0.061476527631845,0.0558539081610355,0.0538516497937944,0.0797528462161628,0.0641698129570853,0.0591918414239367,0.0721617031034529,0.0551527425361389,0.0378214876624363,0.0490925361386412,0.0539701862650517,0.0521584494740262,0.0568661590022558,0.0474541445497833,0.0484622954946472,0.0445745312620865,0.054165246109969,0.075894693395821,0.0475841240376575,0.0534253276612683,0.0490911899054431,0.0527603779734504,0.060121658431798,0.065227596496804,0.0402903072270907,0.0454897057274102,0.0661402407622742,0.0734172467122539,0.0691184447876699,0.0418353482540297,0.0489163970739103,0.0469680429624202,0.0489445355077693,0.0791426429162581,0.0688149812308044,0.0480705410546564,0.0531333012251641,0.0435681417723872,0.0647815101701911,0.0720670587589585,0.0665479493319156,0.0593541567102642,0.0502543926008075,0.0504458479146706,0.05602007886365,0.0735698496886508,0.068701769419882,0.0693941217045398,0.0831187505398481,0.100419172414501,0.109446250148331,NA
35304,0.0427017303510679,0.0418402531381967,0.0398491227249186,0.0467952098650663,0.0405278692896731,0.0422443125135174,0.0495821679479308,0.0542430595499897,0.0638704616637201,0.0517023470002221,0.0505045655285524,0.0417388407535354,0.0593565372043364,0.0542541487025767,0.0488392900099743,0.0552634092019699,0.0568262225553598,0.0491348351486372,0.0522059823822538,0.0537128477738862,0.0483178951897896,0.0463880157912021,0.07019636310453,0.056929635185185,0.0528967282942142,0.0643924898190759,0.0544996938755255,0.0380167792411766,0.0435153556448277,0.0475082284491312,0.0456743504320409,0.0560908092351567,0.0476009018199249,0.0403412848250689,0.0429668841749385,0.0486879060757647,0.0681243068120467,0.0419611183714314,0.0478413239967943,0.0430021084776959,0.0545562079307077,0.0545309680792545,0.0547630982778317,0.039037373438307,0.0400786409335356,0.0586325850094782,0.0655884059140226,0.0599032315761007,0.036239559353478,0.0428614649706971,0.040624400205975,0.04271248846095,0.0708721743277059,0.06004861899679,0.0472682274409317,0.0473030408523216,0.0378343979509615,0.0570195511366201,0.0618956130897288,0.058339303158766,0.06090328197141,0.0443625577494713,0.0494568887559557,0.049515646328531,0.064927313510799,0.0605636750857854,0.0619751310610066,0.0796006806658052,0.0886819459242431,0.0952050720294725,NA
35305,0.0403603796426878,0.049400384723259,0.0503538355880577,0.0491881488180792,0.0404443872036242,0.0418966879145061,0.0474336572676185,0.0562569373567883,0.062619074361705,0.0494655392694687,0.0495730181259247,0.0418352159865204,0.0568843711924822,0.0510698729725644,0.0477802691836405,0.0540554734974827,0.0556919009598258,0.0481291297662538,0.0498336178158567,0.0500372074927211,0.0460080794484952,0.0444828800524598,0.0671631843909787,0.0533245153103915,0.0506056599682367,0.0610993438973064,0.0533401217011051,0.0379835109319449,0.0426945405660076,0.0454740560882424,0.0442773988483389,0.055174315737453,0.0476206163929694,0.0404502698223683,0.0433474797736344,0.0482679874194768,0.0649999228256706,0.0491490838094721,0.0492580627604553,0.0420794651344108,0.0541609811067636,0.0524382895169367,0.0631675982776065,0.0401329344049309,0.0388247290166447,0.0556185130413123,0.0618992453107334,0.0573845607198235,0.0427378198787421,0.0439390276205196,0.0397366171488781,0.0409976012400392,0.0682638282095742,0.0575007502448054,0.0469077544518212,0.0460625400268023,0.0366355735741241,0.0548543590268952,0.0583306911644366,0.0552815402509622,0.0591743923929708,0.0434581348952456,0.0488987637247144,0.0486514138723718,0.0616350708071788,0.0566923298874069,0.0582327114387377,0.0754466285993801,0.082646470853291,0.094449899947921,NA
35306,0.0221580402800921,0.0582958759440819,0.0492727907883961,0.0443026218039796,0.0364898408242533,0.0450747141295789,0.0467574441561316,0.0458075008745678,0.0538113784613198,0.0427254550297395,0.0429627106009031,0.0449658639841628,0.0519389841394816,0.0524714253505309,0.0438964576575701,0.0473406092638662,0.0484585118870158,0.050969353199517,0.0450113911055936,0.0435867322049038,0.0485048965433606,0.0488896723252354,0.0612517938205931,0.0459628333444774,0.0436352258894489,0.0522187795618871,0.0466557199135324,0.0334474066764634,0.0376589411102119,0.0400659924512292,0.0470796977511433,0.0503570335361962,0.041918726901129,0.043693733363249,0.0399850641083412,0.0424411327682118,0.056109845953472,0.0435605028392437,0.0436076338283301,0.0444965596190645,0.0497220202424893,0.0458822239533594,0.0560594380528223,0.0353022039837592,0.0339363340859446,0.0482543897842544,0.0529950949763229,0.0604310889255145,0.0394234680303399,0.0467957539305926,0.0439379130595049,0.0374887462056904,0.0596485438096684,0.0597411791401439,0.0427784445768575,0.0403729556423481,0.0385989563277316,0.0495739129411211,0.0613115090485331,0.049555604656361,0.0516359478834607,0.0462912053049792,0.0448687696275175,0.0518402811416473,0.0550061534387166,0.0486276659175025,0.0494474104943384,0.0643431082041864,0.0697793366874346,0.0780220576203696,NA
