"INDEX","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060"
82926,2.79328145481426,2.96014627539051,2.55150125867547,2.83760108649716,3.24946293744844,3.04007773121839,2.93900374102485,2.68390697169955,2.68065869684093,2.37262770861643,2.25757538904973,2.3867655810489,2.31889035176208,2.43855353141539,2.24916622695539,2.48635355335849,2.67165370548728,2.39518314162356,2.24733614380787,2.31353447740558,2.97770372324365,2.75814641895035,2.77865689533781,2.67485560456428,2.86672279254669,2.97956151376007,2.93123068470627,3.08759087460968,3.18844761781393,3.38493664411062,3.41810786990375,2.68657646167791,2.70254226252797,3.20538916466243,2.73455423757394,2.53292644420844,2.64841827877439,3.14935724530327,2.93386327952309,2.74762109088749,3.29274137484898,2.72015483004232,4.18474951807054,3.3147892925497,2.73869638331184,2.93937353100072,2.98854696830051,2.86870393060166,2.60880055074291,2.67401177168225,3.09748042052495,3.30484441940801,3.38756210706742,2.80119958358879,3.25569525298353,3.33560648969316,3.98422102748507,3.63651879808397,3.24445363026312,2.78172064704354,2.46177489341178,2.52876230908419,2.58725957952877,3.12135685161626,2.97085425481679,2.88027107516476,3.82140221793413,3.24696118027896,4.35335953642526,3.90104218373843,NA
82927,1.12091155978885,1.19028740378125,1.09635927108006,1.20907866353688,1.26597445421608,1.25537777848233,1.24183251610547,1.09756049709695,1.06360153916844,0.967864023953847,0.934181520342355,0.983393132015087,0.991260702096963,0.980429303351847,0.925756087662089,1.08164406105851,1.08317015964438,0.963736852405844,0.934160512693165,0.955885269898922,1.19539942452353,1.16354640224275,1.16708111262621,1.08736647176523,1.18724630018875,1.2648303642316,1.20773681144728,1.26610988691745,1.38920063919655,1.36331024416219,1.37095669285229,1.12143859922002,1.14964683497741,1.30097585228618,1.11681216515395,1.05615365447376,1.08949539306745,1.31858054638648,1.27950887232483,1.12341838178612,1.34828672518565,1.17496577425797,1.72129819900032,1.34100735063073,1.14352102965192,1.2054231132117,1.25373034694424,1.2214261124767,1.05891165598349,1.10468458815223,1.27643829172328,1.43135972928021,1.45729804666107,1.14246498640828,1.32177514120671,1.45633892568783,1.66211019569145,1.53289787238294,1.31261682126243,1.14004281448955,1.00881635702002,1.0468531408794,1.08208160259933,1.30477083836782,1.22881849503816,1.16676588355592,1.57903361296912,1.37966502888466,1.77586006370238,1.59174068276654,NA
83651,3.21557597076341,3.59653582363128,4.33376277833872,4.19027152317484,2.81974643153387,3.23892072275874,3.59710112218983,3.63715094256344,2.75047033350027,3.19691346816356,3.45430673597693,3.0354813662575,3.51640250887239,2.73265348204633,2.72275843039318,4.08612186740381,3.6912342715316,3.18757804204184,3.12562413066579,3.04096528537765,2.78637561100097,3.78503528049624,3.62443271516107,2.62171711178447,3.69889699491404,4.85361856130042,4.02713457752747,3.27140583600963,3.97878737056969,3.96116118390385,4.33005910439385,4.65321342428532,4.18122348420704,3.76617537070899,4.08079368932093,3.79162583438216,3.50876774802568,3.88203912396349,4.72803314751378,3.71126178584691,4.15677089949246,4.0926040475181,4.60938870235077,4.76849371535177,5.21198049514893,4.43319761534196,3.78267727314814,4.33599566795588,3.50276740027644,3.53011408001744,3.91330541524707,5.43012794244467,5.29698173266009,3.88335861205036,4.24286664415773,4.64326079244362,4.94642271458637,5.35864598057079,5.46773114914788,3.89671402500148,3.18526197601752,3.44086266471703,3.66509271772453,3.6523515018918,3.59353636297144,2.65477916802007,4.63396990234413,5.13962436292152,5.17454278022705,5.61912040401522,NA
83652,2.25123696824165,2.37600534584731,2.91253297118922,2.75497060866067,1.81608427270871,2.16662161555551,2.39663509282586,2.46482962072823,1.8700340978522,2.230266362483,2.35044027843513,2.0061008876695,2.39505877846527,1.86195789935256,1.95880966210902,2.87326606587993,2.46611838109236,2.16911699479946,2.16100528309121,2.14118301463855,1.94284688655354,2.69666686463614,2.4749153598852,1.83555215574116,2.58710751075918,3.28134730308982,2.67309423617431,2.23245665137408,2.73418921958466,2.62359066250456,2.92689016097656,3.25460111119035,2.91512185485192,2.60048058001296,2.86515761227516,2.63998141227149,2.39332726519259,2.70742453893177,3.34226598875411,2.51510785725536,2.8164390854501,2.73368185878814,3.01699824828455,3.37588230933687,3.61906330783522,2.96789856503525,2.64657260568444,3.03103545100607,2.32829401106134,2.36923460905458,2.63291037580079,3.73068214223755,3.61785723477533,2.68183801903321,2.85880276197275,3.15549999134444,3.30006408675481,3.63367630267343,3.66536353149939,2.71720102509717,2.24516136844195,2.38294448216606,2.50431564655176,2.48847734087826,2.49779252556943,1.92961146428318,3.25118163850392,3.40526697250005,3.44835020927821,3.88021162937297,NA
83653,2.01778998874461,2.09621220546326,2.56721737898717,2.42656987387987,1.59208602467052,1.91312316476761,2.1152392906155,2.18644076993144,1.66228073105613,1.99340218657215,2.08973294725698,1.77069697677986,2.12399962883674,1.65626255392165,1.76546202657185,2.57610216475624,2.18252624995521,1.92857286718414,1.92864422420117,1.92115522424894,1.73977963791861,2.42317707145042,2.20603970582958,1.6453531334649,2.31678343895165,2.90722287509395,2.36105318288055,1.98622463345725,2.43451059878731,2.31554461697153,2.59575648348979,2.91062710534464,2.61102956581549,2.32341733381599,2.56656682721746,2.36329203753975,2.13215570483186,2.42191088772012,2.99961370790161,2.23635045028349,2.50238737324516,2.41297086558786,2.65046342996985,3.01897699088192,3.23457264315101,2.62791540838205,2.36994634843034,2.71341377633972,2.0598870470856,2.09840531251309,2.33281485462977,3.31787439657962,3.2175958365896,2.39546972218807,2.538339142051,2.79869308525326,2.91972729334735,3.22072835012203,3.24534629179338,2.42970894244764,2.01837569723559,2.12934033792065,2.22910116012395,2.21396260824802,2.23248578996128,1.74818416434898,2.91222772763008,2.99812916361348,3.04989335844636,3.45902080622241,NA
84367,3.27028577575147,4.0501896055994,4.01895411642649,4.44441512445025,4.15304711557952,4.18418601740417,4.32687444021651,3.99568745040861,3.52067550053518,3.18745859073529,3.41212660158401,3.64529375692617,3.5795337789425,3.34233102335239,2.73091461525681,3.61378294317547,3.9858073021124,3.29540354548562,2.86705250053644,2.91058039869079,3.51172760094538,3.68044493633204,3.80700154976241,3.1334273985901,3.90566235948269,4.68218449841018,4.24738799342674,3.88182044763508,4.39911578368671,4.57600847852998,4.54711641745948,4.06967197091618,4.16143225483824,4.25315362610727,3.77835222466395,3.70111575773652,3.77190304106446,4.09608430891812,4.176692372791,3.9442237301211,4.54956962637891,4.11450300457185,5.28404507813351,4.12611280617874,4.30729719365394,4.51070629441376,4.02004939028874,3.9456185905479,3.753263539481,3.85235644618143,4.21879082679556,5.09876407914851,5.40388031471333,4.04946356556426,4.71275089086532,5.2516247981645,6.03479960489481,5.75363547314428,5.30351577977416,3.77430488613367,3.26639228287108,3.41091681375512,3.66191917708028,4.03526284647893,3.62468334538344,3.28615965686936,4.82424979507939,4.58703930209337,5.37124128961878,5.21619862622868,NA
84368,1.85167130357072,2.1488786890505,2.52260146712448,2.47149119810888,1.82312134481204,2.03394458575754,2.21387349003524,2.1845886054835,1.69450538128543,1.86860797302883,1.99027531265659,1.84401003108861,2.08177209991862,1.65999999166378,1.58090808998282,2.22318931900172,2.19394440428781,1.88500695611373,1.78688238610518,1.72461388878453,1.67976377150982,2.16746816441674,2.11011748206175,1.57827060668808,2.13808278805328,2.81019629693632,2.39077032837407,1.98152304820257,2.33517625279996,2.41876881529694,2.57876916021245,2.61523331295107,2.38258604724046,2.24185354960493,2.32823850478985,2.16124738402222,2.06299832828464,2.28089668510352,2.60739505096952,2.1819955130158,2.47419372167879,2.39038927882822,2.81605796102468,2.71174005824067,2.83167185297744,2.60399379761144,2.21627579875731,2.43271211411434,2.07704480237293,2.11003181624408,2.33882970066833,3.09355933895421,3.07548934025213,2.28045862883912,2.52363600598143,2.7700902640226,3.02797731270146,3.20061401969511,3.20408416350741,2.26277937516879,1.82316240433278,1.99085203468968,2.11924485579312,2.16784501569566,2.08882076602224,1.57801039045969,2.65680393039554,2.95743701629426,3.06362156848995,3.20459036403236,NA
84371,4.9892797000454,5.32730261674117,6.25666988510159,6.16900963894727,4.18656784976823,4.72806013107687,5.2844024651455,5.44330178772827,4.23332867800857,4.84208947318707,5.21293332190561,4.51983796588763,5.18782074788517,4.20988516172375,4.27599247637275,6.20329096813267,5.56261225640139,4.83830359125197,4.76964637584435,4.73784760190831,4.37626179631457,5.74763120261941,5.52858778078867,4.10673631809897,5.62517011249218,7.17684659228097,6.02046441063285,5.00621805078563,5.91798026139567,5.90420382975164,6.51425366288309,7.06813038051006,6.48404016791985,5.83879479484401,6.24703383987897,5.86733162226082,5.35009152651628,5.98623517485559,7.18357504995879,5.66432397554881,6.2878793728041,5.96559576963123,6.84927579012243,7.32989219563161,7.97468680059914,6.70091915151869,5.87161764890062,6.59504804122342,5.25806311784979,5.27580334020285,5.88026560613978,8.06020115212615,8.02275035732525,5.9885717373834,6.42248119911817,6.90296704646533,7.40009340503158,7.94979249846574,8.17825968170299,6.08262895290957,4.99691041295228,5.27271596242461,5.55271672387128,5.5562613102176,5.47677252565698,4.30005741082899,7.04680315831123,7.40312855537672,7.79801277516302,8.44449222910939,NA
84372,8.80361421148245,7.28890703683916,9.3213199486379,7.61389733917013,5.98451283806197,6.80236076149031,7.81531748133712,8.78890543563885,7.18532695780117,8.22950033533868,8.27065359558787,6.58215859834906,8.22534604839635,7.23566080512023,8.65912742003965,9.79769077197284,8.81793655230905,8.03031411814666,8.22351482872566,8.7370382934603,7.97759257967924,9.89940706949917,8.99052084049328,7.97290116448536,9.06278175570957,10.9087715013322,9.10202382994222,8.75886884554462,8.9065594329096,8.94500976733898,10.5194297316253,12.4088801931346,11.6878886487769,10.2239715513112,11.0565267903523,10.4886287200652,8.67912321833655,11.0798551147652,11.6003289528451,9.44355788976848,10.0089940163733,8.28659173558536,9.93966185041961,14.3219866475006,12.6675877346705,10.7245119686239,11.105309389069,9.82903010981188,8.15056959394526,8.07757183791622,9.35941016747153,12.66612456129,13.4484378263249,10.5806893838254,9.87553293546292,10.9470964636345,11.1045722915083,12.5090747772542,12.4525992233078,11.8680349295456,9.09048398850456,9.01933240465594,9.02395528033138,9.30536788415928,9.47380469898025,9.68718912098617,9.44653283053733,9.82004653234512,12.5022905706532,13.8599256429025,NA
84373,8.75930033120267,7.13203550430023,9.1261154147305,7.46905923760829,5.85445836205442,6.67226373629407,7.66762779901633,8.66773903695153,7.10004046293556,8.17144550877562,8.16488098202573,6.45287534946671,8.11369389089749,7.15769569367692,8.68338600264804,9.73260933557514,8.67542327274677,7.93433001140559,8.15606960476975,8.7206823759681,7.93635349794391,9.88690285259167,8.90760032529886,7.94944855235773,9.00153577625371,10.7313368302733,8.92675333557514,8.66332910987326,8.7953526813214,8.77057296410907,10.3665008672029,12.3405729368879,11.6243691523521,10.1412811726368,11.0074507715519,10.4282761481079,8.58398790956849,11.0270364869651,11.5652007016955,9.34087023791471,9.8791574267382,8.11009044666848,9.69236846572558,14.2120546630197,12.5406001024048,10.5564131048209,11.0593542866831,9.78165309993251,8.02809375054332,7.94952301437797,9.21380948547185,12.504512951153,13.2879626614802,10.4949126299357,9.72666858276191,10.7873337688413,10.9070004417214,12.3205878941792,12.2436081203649,11.7966505054712,9.06071097522329,8.95433858460237,8.92116558312597,9.20061502874928,9.41679700619004,9.73232508470512,9.38133633085837,9.64164200207888,12.312691224982,13.732269240913,NA
