EEZID,CellID 
912,22105
912,22106
912,22107
912,22108
912,22109
912,22110
912,22111
912,22112
912,22113
912,22114
912,22115
912,22116
912,22117
912,22118
912,22119
912,22120
912,22121
912,22122
912,22123
912,22124
912,22125
912,22126
912,22127
912,22128
912,22129
912,22130
912,22131
912,22132
913,22194
913,22195
913,22196
913,22197
913,22198
913,22199
913,22200
913,22201
913,22202
913,22203
913,22204
913,22205
913,22206
913,22207
913,22208
913,22209
913,22210
913,22211
913,22212
913,22213
913,22214
913,22215
913,22216
913,22217
913,22218
913,22219
913,22220
913,22221
913,22222
913,22223
913,22224
913,22225
913,22226
913,22227
913,22228
913,22229
913,22230
913,22231
913,22232
913,22233
913,22234
913,22235
913,22238
913,22239
913,22240
913,22241
913,22242
913,22243
913,22244
913,22245
913,22246
913,22247
913,22248
913,22253
913,22254
913,22255
913,22256
913,22257
913,22258
913,22259
913,22260
913,22261
913,22262
913,22263
913,22264
913,22265
913,22266
913,22267
913,22268
924,22500
924,22501
924,22502
924,22503
924,22504
924,22505
924,22506
924,22507
924,22508
924,22509
924,22510
924,22511
924,22512
924,22513
924,22514
924,22515
924,22516
924,22517
924,22518
924,22519
924,22520
926,22521
926,22522
926,22523
926,22524
926,22525
926,22526
926,22527
926,22528
926,22529
926,22530
926,22531
926,22532
926,22533
926,22534
926,22535
926,22536
304,22537
926,22537
304,22538
926,22538
304,22539
926,22539
304,22540
926,22540
304,22541
926,22541
304,22542
304,22543
304,22544
304,22545
304,22546
304,22547
304,22548
304,22549
304,22550
304,22551
304,22552
304,22553
304,22554
304,22555
304,22556
304,22557
304,22558
304,22559
304,22560
304,22561
304,22562
304,22563
304,22564
304,22565
304,22566
304,22567
304,22568
304,22647
304,22648
304,22649
304,22650
304,22651
304,22652
304,22653
304,22654
304,22655
304,22656
304,22657
304,22658
304,22659
304,22660
304,22661
304,22662
304,22663
304,22664
304,22665
304,22666
304,22667
579,22667
304,22668
579,22668
304,22669
579,22669
304,22670
579,22670
304,22671
579,22671
579,22672
579,22673
579,22674
579,22675
579,22676
744,22692
744,22693
744,22694
744,22695
744,22696
744,22697
744,22698
744,22699
744,22700
744,22701
744,22702
744,22703
744,22704
744,22705
744,22706
744,22707
744,22708
744,22709
744,22710
744,22711
744,22712
744,22713
744,22714
744,22715
744,22716
744,22717
578,22718
744,22718
578,22719
744,22719
578,22720
744,22720
578,22721
744,22721
578,22722
744,22722
578,22723
744,22723
578,22724
744,22724
578,22725
744,22725
578,22726
744,22726
578,22727
744,22727
578,22728
744,22728
578,22729
744,22729
578,22730
744,22730
578,22731
744,22731
578,22732
744,22732
578,22733
744,22733
578,22734
744,22734
578,22735
744,22735
578,22736
744,22736
578,22737
744,22737
578,22738
744,22738
578,22739
744,22739
578,22740
744,22740
578,22741
744,22741
578,22742
744,22742
578,22743
744,22743
578,22744
744,22744
578,22745
744,22745
578,22746
744,22746
578,22747
744,22747
645,22764
645,22765
645,22766
645,22767
645,22768
645,22769
645,22770
645,22771
645,22772
645,22773
645,22774
645,22775
645,22776
645,22777
645,22778
645,22779
645,22780
645,22781
645,22782
645,22783
645,22784
645,22785
645,22786
645,22787
645,22788
645,22789
645,22790
645,22791
645,22792
645,22793
912,22795
912,22796
912,22797
912,22798
912,22799
912,22800
912,22801
912,22802
912,22803
912,22804
912,22805
912,22806
912,22807
912,22808
912,22809
912,22810
912,22811
912,22812
912,22813
912,22814
912,22815
912,22816
912,22817
912,22818
912,22819
912,22820
912,22821
912,22822
912,22823
912,22824
912,22825
912,22826
912,22827
912,22828
912,22829
912,22830
912,22831
912,22832
912,22833
912,22834
912,22835
912,22836
912,22837
912,22838
912,22839
912,22840
912,22841
912,22842
912,22843
912,22844
912,22845
912,22846
912,22847
912,22848
912,22849
912,22850
912,22851
912,22852
912,22853
913,22910
913,22911
913,22912
913,22913
913,22914
913,22915
913,22916
913,22917
913,22918
913,22919
913,22920
913,22921
913,22922
913,22923
913,22924
913,22925
913,22926
913,22927
913,22928
913,22929
913,22930
913,22931
913,22932
913,22933
913,22934
913,22935
913,22936
913,22937
913,22938
913,22939
913,22940
913,22941
913,22942
913,22943
913,22944
913,22945
913,22946
913,22947
913,22948
913,22949
913,22950
913,22951
913,22952
913,22953
913,22954
913,22955
913,22956
913,22957
913,22958
913,22959
913,22960
913,22961
913,22962
913,22963
913,22964
913,22965
913,22978
913,22979
913,22980
913,22981
913,22982
913,22983
913,22984
913,22985
924,23220
924,23221
924,23222
924,23223
924,23224
924,23225
924,23226
924,23227
924,23228
924,23229
924,23230
924,23231
924,23232
924,23233
924,23234
924,23235
924,23236
924,23237
924,23238
924,23239
924,23240
926,23241
926,23242
926,23243
926,23244
926,23245
926,23246
926,23247
926,23248
926,23249
926,23250
926,23251
926,23252
926,23253
926,23254
926,23255
926,23256
926,23257
926,23258
926,23259
926,23260
304,23261
926,23261
304,23262
926,23262
304,23263
926,23263
304,23264
926,23264
304,23265
926,23265
304,23266
926,23266
304,23267
304,23268
304,23269
304,23270
304,23271
304,23272
304,23273
304,23274
304,23275
304,23276
304,23277
304,23278
304,23279
304,23280
304,23281
304,23282
304,23283
304,23284
304,23285
304,23286
304,23287
304,23288
304,23289
304,23364
304,23365
304,23366
304,23367
304,23368
304,23369
304,23370
304,23371
304,23372
304,23373
304,23374
304,23375
304,23376
304,23377
304,23378
304,23379
304,23380
304,23381
304,23382
304,23383
579,23383
304,23384
579,23384
304,23385
579,23385
304,23386
579,23386
304,23387
579,23387
579,23388
579,23389
579,23390
579,23391
579,23392
579,23393
579,23394
579,23395
579,23396
579,23397
579,23398
579,23399
579,23400
744,23414
744,23415
744,23416
744,23417
744,23418
744,23419
744,23420
744,23421
744,23422
744,23423
744,23424
744,23425
744,23426
744,23427
744,23428
744,23429
744,23430
744,23431
578,23432
744,23432
578,23433
744,23433
578,23434
744,23434
578,23435
744,23435
578,23436
744,23436
578,23437
744,23437
578,23438
744,23438
578,23439
578,23440
578,23441
578,23442
578,23443
578,23444
578,23445
578,23446
578,23447
578,23448
578,23449
578,23450
578,23451
578,23452
578,23453
578,23454
578,23455
578,23456
578,23457
578,23458
578,23459
578,23460
578,23461
578,23462
578,23463
578,23464
578,23465
578,23466
578,23467
744,23468
645,23483
645,23484
645,23485
645,23486
645,23487
645,23488
645,23489
645,23490
645,23491
645,23492
645,23493
645,23494
645,23495
645,23496
645,23497
645,23498
645,23499
645,23500
645,23501
645,23502
645,23503
645,23504
645,23505
645,23506
645,23507
645,23508
645,23509
645,23510
645,23511
645,23512
912,23512
912,23513
912,23514
912,23515
912,23516
912,23517
912,23518
912,23519
912,23520
912,23521
912,23522
912,23523
912,23524
912,23525
912,23526
