"","taxonID","taxon_name","year_2010","eez"
"274",800164,"Cynoscion parvipinnis",44.6427267773144,"USA"
"275",800165,"Cynoscion xanthulus",44.6427267773144,"USA"
"276",800166,"Menticirrhus undulatus",44.6427267773144,"USA"
"277",800167,"Umbrina roncador",44.6427267773144,"USA"
"278",800177,"Platyrhinoidis triseriata",171.099241832177,"USA"
"279",800178,"Zapteryx exasperata",171.099241832177,"USA"
"280",800186,"Gymnothorax mordax",44.6427267773144,"USA"
"281",800187,"Cheilotrema saturnum",44.6427267773144,"USA"
"282",800188,"Roncador stearnsii",44.6427267773144,"USA"
"283",800189,"Seriphus politus",44.6427267773144,"USA"
"284",800190,"Anarrhichthys ocellatus",44.6427267773144,"USA"
"285",800191,"Scorpaena guttata",45.2407865384202,"USA"
"286",800192,"Sebastes atrovirens",307.012818974875,"USA"
"287",800193,"Sebastes auriculatus",307.012818974875,"USA"
"288",800194,"Sebastes aurora",307.012818974875,"USA"
"289",800195,"Sebastes carnatus",307.012818974875,"USA"
"290",800196,"Sebastes chrysomelas",307.012818974875,"USA"
"291",800197,"Sebastes constellatus",307.012818974875,"USA"
"292",800198,"Sebastes diploproa",307.012818974875,"USA"
"293",800199,"Sebastes elongatus",307.012818974875,"USA"
"294",800200,"Sebastes ensifer",307.012818974875,"USA"
"295",800201,"Sebastes eos",307.012818974875,"USA"
"296",800202,"Sebastes gilli",307.012818974875,"USA"
"297",800203,"Sebastes hopkinsi",307.012818974875,"USA"
"298",800204,"Sebastes jordani",307.012818974875,"USA"
"299",800205,"Sebastes melanostomus",307.012818974875,"USA"
"300",800206,"Sebastes mystinus",307.012818974875,"USA"
"301",800207,"Sebastes ovalis",307.012818974875,"USA"
"302",800208,"Sebastes rastrelliger",307.012818974875,"USA"
"303",800209,"Sebastes rosaceus",307.012818974875,"USA"
"304",800210,"Sebastes rosenblatti",307.012818974875,"USA"
"305",800211,"Sebastes rubrivinctus",307.012818974875,"USA"
"306",800212,"Sebastes rufus",307.012818974875,"USA"
"307",800213,"Sebastes saxicola",307.012818974875,"USA"
"308",800214,"Sebastes serranoides",307.012818974875,"USA"
"309",800215,"Sebastes serriceps",307.012818974875,"USA"
"310",800216,"Sebastes simulator",307.012818974875,"USA"
"311",800217,"Sebastes umbrosus",307.012818974875,"USA"
"312",800218,"Myoxocephalus polyacanthocephalus",45.2407865384202,"USA"
"313",800219,"Embassichthys bathybius",129.594751337884,"USA"
"314",800220,"Isopsetta isolepis",129.594751337884,"USA"
"315",800221,"Lyopsetta exilis",129.594751337884,"USA"
"316",800222,"Pleuronichthys coenosus",129.594751337884,"USA"
"317",800223,"Sebastes ruberrimus",307.012818974875,"USA"
"318",800224,"Sebastes caurinus",307.012818974875,"USA"
"319",800225,"Sebastes nebulosus",307.012818974875,"USA"
"320",800226,"Sebastes miniatus",307.012818974875,"USA"
"321",800227,"Sebastes babcocki",307.012818974875,"USA"
"322",800228,"Raja rhina",961.996441919679,"USA"
"323",800229,"Chionoecetes bairdi",437.76288715412,"USA"
