"","INDEX","X2000","X2087","change","EEZID"
"277",93024,123,121,-2,945
"278",93722,22,21,-1,945
"279",93723,22,21,-1,945
"280",93724,22,21,-1,945
"281",93725,22,21,-1,945
"282",93726,23,22,-1,945
"283",93727,23,21,-2,945
"284",93728,23,21,-2,945
"285",93729,24,18,-6,945
"286",93730,23,16,-7,945
"287",93731,24,17,-7,945
"288",93732,25,18,-7,945
"289",93733,25,21,-4,945
"290",93734,28,22,-6,945
"291",93735,84,75,-9,945
"292",93736,125,117,-8,945
"293",93737,121,114,-7,945
"294",93739,124,124,0,945
"295",93740,127,126,-1,945
"296",93741,44,41,-3,945
"297",93742,28,24,-4,945
"298",93743,89,81,-8,945
"299",93744,130,124,-6,945
"300",93745,115,110,-5,945
"301",94442,22,21,-1,945
"302",94443,22,21,-1,945
"303",94444,22,21,-1,945
"304",94445,22,21,-1,945
"305",94446,22,21,-1,945
"306",94447,21,20,-1,945
"307",94448,23,21,-2,945
"308",94449,24,17,-7,945
"309",94450,23,16,-7,945
"310",94451,24,17,-7,945
"311",94452,25,17,-8,945
"312",94453,24,21,-3,945
"313",94454,24,21,-3,945
"314",94455,29,26,-3,945
"315",94456,86,71,-15,945
"316",94457,122,101,-21,945
"317",94458,121,100,-21,945
"318",94459,121,115,-6,945
"319",94460,122,117,-5,945
"320",94461,122,115,-7,945
"321",94462,45,43,-2,945
"322",94463,29,25,-4,945
"323",94464,109,105,-4,945
"324",94465,120,118,-2,945
"325",94466,113,111,-2,945
"326",95162,21,21,0,945
"327",95163,22,21,-1,945
"328",95164,22,21,-1,945
"329",95165,20,20,0,945
"330",95166,20,20,0,945
"331",95167,21,20,-1,945
"332",95168,21,20,-1,945
"333",95169,22,15,-7,945
"334",95170,22,15,-7,945
"335",95171,23,19,-4,945
"336",95172,23,19,-4,945
"337",95173,23,21,-2,945
"338",95174,24,22,-2,945
"339",95175,24,21,-3,945
"340",95176,62,49,-13,945
"341",95177,73,52,-21,945
"342",95178,73,51,-22,945
"343",95179,120,100,-20,945
"344",95180,114,108,-6,945
"345",95181,120,114,-6,945
"346",95182,119,109,-10,945
"347",95183,24,21,-3,945
"348",95184,29,26,-3,945
"349",95185,92,85,-7,945
"350",95186,119,117,-2,945
"351",95187,109,104,-5,945
"352",95882,20,20,0,945
"353",95883,22,21,-1,945
"354",95884,22,20,-2,945
"355",95885,20,20,0,945
"356",95886,20,20,0,945
"357",95887,21,20,-1,945
"358",95888,21,19,-2,945
"359",95889,21,15,-6,945
"360",95890,22,15,-7,945
"361",95891,23,19,-4,945
"362",95892,23,19,-4,945
"363",95893,23,21,-2,945
"364",95894,24,22,-2,945
"365",95895,24,21,-3,945
"366",95896,25,21,-4,945
"367",95897,37,25,-12,945
"368",95898,40,28,-12,945
"369",95899,69,43,-26,945
"370",95900,118,98,-20,945
"371",95901,115,106,-9,945
"372",95902,115,106,-9,945
"373",95903,24,21,-3,945
"374",95904,24,20,-4,945
"375",95905,23,21,-2,945
"376",95906,66,55,-11,945
"377",95907,116,99,-17,945
"378",95908,110,93,-17,945
"379",96603,19,19,0,945
"380",96604,20,20,0,945
"381",96605,21,16,-5,945
"382",96606,21,16,-5,945
"383",96607,21,13,-8,945
"384",96608,22,14,-8,945
"385",96609,16,18,2,945
"386",96610,16,18,2,945
"387",96611,23,19,-4,945
"388",96612,23,19,-4,945
"389",96613,23,21,-2,945
"390",96614,25,22,-3,945
"391",96615,25,21,-4,945
"392",96616,25,21,-4,945
"393",96617,22,20,-2,945
"394",96618,22,20,-2,945
"395",96619,25,12,-13,945
"396",96620,115,94,-21,945
"397",96621,114,94,-20,945
"398",96622,39,28,-11,945
"399",96623,22,12,-10,945
"400",96624,22,11,-11,945
"401",96625,25,12,-13,945
"402",96626,25,13,-12,945
"403",96627,62,44,-18,945
"404",96628,112,97,-15,945
"405",96629,104,88,-16,945
"406",97324,18,18,0,945
"407",97325,20,15,-5,945
"408",97326,20,15,-5,945
"409",97327,21,13,-8,945
"410",97328,21,13,-8,945
"411",97329,16,17,1,945
"412",97330,16,17,1,945
"413",97331,22,19,-3,945
"414",97332,23,19,-4,945
"415",97333,24,21,-3,945
"416",97334,25,22,-3,945
"417",97335,25,21,-4,945
"418",97336,24,22,-2,945
"419",97337,22,20,-2,945
"420",97338,22,20,-2,945
"421",97339,22,10,-12,945
"422",97340,22,10,-12,945
"423",97341,22,12,-10,945
"424",97342,22,12,-10,945
"425",97343,22,12,-10,945
"426",97344,22,12,-10,945
"427",97345,22,11,-11,945
"428",97346,22,11,-11,945
"429",97347,55,35,-20,945
"430",97348,114,96,-18,945
"431",97349,109,92,-17,945
"432",98046,13,11,-2,945
"433",98047,18,15,-3,945
"434",98048,19,15,-4,945
"435",98049,21,18,-3,945
"436",98050,21,18,-3,945
"437",98051,22,19,-3,945
"438",98052,23,19,-4,945
"439",98053,23,20,-3,945
"440",98054,22,20,-2,945
"441",98055,23,20,-3,945
"442",98056,23,21,-2,945
"443",98057,22,21,-1,945
"444",98058,22,21,-1,945
"445",98059,22,19,-3,945
"446",98060,22,19,-3,945
"447",98061,22,12,-10,945
"448",98062,22,12,-10,945
"449",98063,22,8,-14,945
"450",98064,22,8,-14,945
"451",98065,22,8,-14,945
"452",98066,22,8,-14,945
"453",98067,108,87,-21,945
"454",98068,108,87,-21,945
"455",98069,103,84,-19,945
"456",98070,97,77,-20,945
"457",98767,18,18,0,945
"458",98768,20,19,-1,945
"459",98769,21,19,-2,945
"460",98770,21,19,-2,945
"461",98771,23,19,-4,945
"462",98772,23,19,-4,945
"463",98773,23,20,-3,945
"464",98774,22,21,-1,945
"465",98775,23,20,-3,945
"466",98776,23,20,-3,945
"467",98777,22,20,-2,945
"468",98778,22,20,-2,945
"469",98779,22,19,-3,945
"470",98780,22,19,-3,945
"471",98781,22,12,-10,945
"472",98782,22,12,-10,945
"473",98783,22,9,-13,945
"474",98784,22,8,-14,945
"475",98785,20,8,-12,945
"476",98786,20,8,-12,945
"477",98787,21,8,-13,945
"478",98788,84,59,-25,945
"479",98789,85,59,-26,945
"480",98790,83,58,-25,945
"481",99486,17,15,-2,945
"482",99487,17,18,1,945
"483",99488,18,18,0,945
"484",99489,21,19,-2,945
"485",99490,22,19,-3,945
"486",99491,23,19,-4,945
"487",99492,23,19,-4,945
"488",99493,23,21,-2,945
"489",99494,22,21,-1,945
"490",99495,23,20,-3,945
"491",99496,22,20,-2,945
"492",99497,21,20,-1,945
"493",99498,21,20,-1,945
"494",99499,22,19,-3,945
"495",99500,22,20,-2,945
"496",99501,22,12,-10,945
"497",99502,22,11,-11,945
"498",99503,22,9,-13,945
"499",99504,22,8,-14,945
"500",99505,20,8,-12,945
"501",99506,20,8,-12,945
"502",99507,21,8,-13,945
"503",99508,56,30,-26,945
"504",99509,99,80,-19,945
"505",99510,100,80,-20,945
"506",100205,16,18,2,945
"507",100206,16,18,2,945
"508",100207,16,18,2,945
"509",100208,17,18,1,945
"510",100209,19,18,-1,945
"511",100210,22,19,-3,945
"512",100211,22,20,-2,945
"513",100212,22,21,-1,945
"514",100213,21,21,0,945
"515",100214,21,21,0,945
"516",100215,22,20,-2,945
"517",100216,22,20,-2,945
"518",100217,22,20,-2,945
"519",100218,22,20,-2,945
"520",100219,22,19,-3,945
"521",100220,22,13,-9,945
"522",100221,22,9,-13,945
"523",100222,22,8,-14,945
"524",100223,22,8,-14,945
"525",100224,22,8,-14,945
"526",100225,22,8,-14,945
"527",100226,22,8,-14,945
"528",100227,22,8,-14,945
"529",100228,23,8,-15,945
"530",100229,80,57,-23,945
"531",100230,76,55,-21,945
"532",100924,14,17,3,945
"533",100925,15,18,3,945
"534",100926,16,18,2,945
"535",100927,17,18,1,945
"536",100928,17,18,1,945
"537",100929,18,18,0,945
"538",100930,19,18,-1,945
"539",100931,19,19,0,945
"540",100932,21,21,0,945
"541",100933,22,21,-1,945
"542",100934,21,21,0,945
"543",100935,22,20,-2,945
"544",100936,22,20,-2,945
"545",100937,21,20,-1,945
"546",100938,21,19,-2,945
"547",100939,21,15,-6,945
"548",100940,21,13,-8,945
"549",100941,21,9,-12,945
"550",100942,22,8,-14,945
"551",100943,22,8,-14,945
"552",100944,22,8,-14,945
"553",100945,22,8,-14,945
"554",100946,22,8,-14,945
"555",100947,22,8,-14,945
"556",100948,23,8,-15,945
"557",100949,69,47,-22,945
"558",100950,65,45,-20,945
"559",101644,13,18,5,945
"560",101645,14,18,4,945
"561",101646,14,18,4,945
"562",101647,16,19,3,945
"563",101648,18,19,1,945
"564",101649,18,19,1,945
"565",101650,18,19,1,945
"566",101651,19,19,0,945
"567",101652,21,20,-1,945
"568",101653,22,20,-2,945
"569",101654,22,20,-2,945
"570",101655,21,20,-1,945
"571",101656,20,20,0,945
"572",101657,20,19,-1,945
"573",101658,20,19,-1,945
"574",101659,18,11,-7,945
"575",101660,20,12,-8,945
"576",101661,21,9,-12,945
"577",101662,21,8,-13,945
"578",101663,21,8,-13,945
"579",101664,20,8,-12,945
"580",101665,20,8,-12,945
"581",101666,21,8,-13,945
"582",101667,21,8,-13,945
"583",101668,21,8,-13,945
"584",101669,22,10,-12,945
"585",101670,87,70,-17,945
"586",101671,88,72,-16,945
"587",101672,83,68,-15,945
"588",102364,13,18,5,945
"589",102365,13,18,5,945
"590",102366,14,18,4,945
"591",102367,14,19,5,945
"592",102368,17,19,2,945
"593",102369,17,19,2,945
"594",102370,18,19,1,945
"595",102371,18,19,1,945
"596",102372,19,20,1,945
"597",102373,20,19,-1,945
"598",102374,21,20,-1,945
"599",102375,20,20,0,945
"600",102376,20,20,0,945
"601",102377,20,19,-1,945
"602",102378,30,19,-11,945
"603",102379,28,17,-11,945
"604",102380,20,9,-11,945
"605",102381,21,8,-13,945
"606",102382,21,8,-13,945
"607",102383,20,8,-12,945
"608",102384,20,8,-12,945
"609",102385,20,8,-12,945
"610",102386,20,8,-12,945
"611",102387,21,8,-13,945
"612",102388,21,8,-13,945
"613",102389,20,8,-12,945
"614",102390,21,9,-12,945
"615",102391,27,16,-11,945
"616",102392,88,73,-15,945
"617",102393,89,70,-19,945
"618",103084,12,19,7,945
"619",103085,12,19,7,945
"620",103086,13,19,6,945
"621",103087,14,19,5,945
"622",103088,16,19,3,945
"623",103089,16,19,3,945
"624",103090,16,19,3,945
"625",103091,15,18,3,945
"626",103092,17,19,2,945
"627",103093,17,19,2,945
"628",103094,17,19,2,945
"629",103095,16,19,3,945
"630",103096,18,19,1,945
"631",103097,19,16,-3,945
"632",103098,21,13,-8,945
"633",103099,20,11,-9,945
"634",103100,20,8,-12,945
"635",103101,20,8,-12,945
"636",103102,20,8,-12,945
"637",103103,19,8,-11,945
"638",103104,20,8,-12,945
"639",103105,21,8,-13,945
"640",103106,21,8,-13,945
"641",103107,21,8,-13,945
"642",103108,21,8,-13,945
"643",103109,20,8,-12,945
"644",103110,20,8,-12,945
"645",103111,20,9,-11,945
"646",103112,23,12,-11,945
"647",103113,91,69,-22,945
"648",103114,89,68,-21,945
"649",103115,89,66,-23,945
"650",103116,63,45,-18,945
"651",103804,12,19,7,945
"652",103805,13,19,6,945
"653",103806,13,19,6,945
"654",103807,15,18,3,945
"655",103808,15,18,3,945
"656",103809,15,18,3,945
"657",103810,16,18,2,945
"658",103811,15,18,3,945
"659",103812,16,19,3,945
"660",103813,16,19,3,945
"661",103814,17,19,2,945
"662",103815,17,18,1,945
"663",103816,17,16,-1,945
"664",103817,18,12,-6,945
"665",103818,19,12,-7,945
"666",103819,20,9,-11,945
"667",103820,19,8,-11,945
"668",103821,18,8,-10,945
"669",103822,18,8,-10,945
"670",103823,18,8,-10,945
"671",103824,17,8,-9,945
"672",103825,19,8,-11,945
"673",103826,20,8,-12,945
"674",103827,20,8,-12,945
"675",103828,21,8,-13,945
"676",103829,21,8,-13,945
"677",103830,21,8,-13,945
"678",103831,22,8,-14,945
"679",103832,22,8,-14,945
"680",103833,23,8,-15,945
"681",103834,26,11,-15,945
"682",103835,64,38,-26,945
"683",103836,90,66,-24,945
"684",103837,89,66,-23,945
"685",103838,82,57,-25,945
"686",104524,12,19,7,945
"687",104525,13,19,6,945
"688",104526,14,19,5,945
"689",104527,14,18,4,945
"690",104528,14,18,4,945
"691",104529,15,18,3,945
"692",104530,15,18,3,945
"693",104531,15,18,3,945
"694",104532,15,17,2,945
"695",104533,16,18,2,945
"696",104534,16,18,2,945
"697",104535,16,15,-1,945
"698",104536,16,12,-4,945
"699",104537,16,11,-5,945
"700",104538,16,8,-8,945
"701",104539,17,8,-9,945
"702",104540,17,8,-9,945
"703",104541,17,8,-9,945
"704",104542,17,8,-9,945
"705",104543,15,8,-7,945
"706",104544,16,8,-8,945
"707",104545,18,8,-10,945
"708",104546,19,8,-11,945
"709",104547,20,8,-12,945
"710",104548,21,8,-13,945
"711",104549,22,8,-14,945
"712",104550,22,8,-14,945
"713",104551,22,8,-14,945
"714",104552,22,8,-14,945
"715",104553,21,8,-13,945
"716",104554,21,8,-13,945
"717",104555,22,8,-14,945
"718",104556,24,10,-14,945
"719",104557,26,12,-14,945
"720",104558,89,71,-18,945
"721",104559,86,68,-18,945
"722",104560,83,65,-18,945
"723",105245,14,18,4,945
"724",105246,14,18,4,945
"725",105247,14,18,4,945
"726",105248,14,18,4,945
"727",105249,14,18,4,945
"728",105250,14,18,4,945
"729",105251,14,17,3,945
"730",105252,14,17,3,945
"731",105253,15,15,0,945
"732",105254,16,13,-3,945
"733",105255,16,11,-5,945
"734",105256,16,11,-5,945
"735",105257,16,8,-8,945
"736",105258,15,7,-8,945
"737",105259,15,7,-8,945
"738",105260,14,7,-7,945
"739",105261,14,7,-7,945
"740",105262,16,8,-8,945
"741",105263,15,8,-7,945
"742",105264,14,8,-6,945
"743",105265,18,8,-10,945
"744",105266,19,8,-11,945
"745",105267,19,8,-11,945
"746",105268,20,8,-12,945
"747",105269,21,8,-13,945
"748",105270,21,8,-13,945
"749",105271,20,8,-12,945
"750",105272,20,8,-12,945
"751",105273,20,8,-12,945
"752",105274,20,8,-12,945
"753",105275,20,8,-12,945
"754",105276,20,8,-12,945
"755",105277,21,8,-13,945
"756",105278,22,9,-13,945
"757",105279,26,11,-15,945
"758",105280,89,71,-18,945
"759",105281,88,71,-17,945
"760",105282,90,71,-19,945
"761",105283,82,65,-17,945
"762",105965,14,18,4,945
"763",105966,14,18,4,945
"764",105967,14,18,4,945
"765",105968,14,18,4,945
"766",105969,14,18,4,945
"767",105970,14,17,3,945
"768",105971,14,11,-3,945
"769",105972,14,10,-4,945
"770",105973,14,10,-4,945
"771",105974,16,10,-6,945
"772",105975,16,8,-8,945
"773",105976,16,8,-8,945
"774",105977,15,7,-8,945
"775",105978,15,7,-8,945
"776",105979,14,7,-7,945
"777",105980,14,7,-7,945
"778",105981,14,7,-7,945
"779",105982,14,7,-7,945
"780",105983,15,8,-7,945
"781",105984,15,8,-7,945
"782",105987,19,8,-11,945
"783",105988,19,8,-11,945
"784",105989,20,8,-12,945
"785",105990,22,8,-14,945
"786",105991,20,8,-12,945
"787",105992,20,8,-12,945
"788",105993,20,8,-12,945
"789",105994,20,8,-12,945
"790",105995,20,8,-12,945
"791",105996,20,8,-12,945
"792",105997,20,8,-12,945
"793",105998,20,8,-12,945
"794",105999,22,8,-14,945
"795",106000,23,9,-14,945
"796",106001,24,11,-13,945
"797",106002,30,16,-14,945
"798",106003,94,73,-21,945
"799",106004,92,72,-20,945
"800",106005,87,70,-17,945
"801",106010,85,70,-15,945
"802",106011,86,72,-14,945
"803",106012,85,72,-13,945
"804",106686,14,17,3,945
"805",106687,14,17,3,945
"806",106688,14,17,3,945
"807",106689,14,17,3,945
"808",106690,14,11,-3,945
"809",106691,14,10,-4,945
"810",106692,14,9,-5,945
"811",106693,14,10,-4,945
"812",106694,15,8,-7,945
"813",106695,15,8,-7,945
"814",106696,15,7,-8,945
"815",106697,15,7,-8,945
"816",106698,14,7,-7,945
"817",106699,14,7,-7,945
"818",106700,13,7,-6,945
"819",106701,14,7,-7,945
"820",106702,13,7,-6,945
"821",106703,13,7,-6,945
"822",106709,20,8,-12,945
"823",106710,20,8,-12,945
"824",106711,20,8,-12,945
"825",106712,20,8,-12,945
"826",106713,20,8,-12,945
"827",106714,20,8,-12,945
"828",106715,20,8,-12,945
"829",106716,20,8,-12,945
"830",106717,20,8,-12,945
"831",106718,20,8,-12,945
"832",106719,22,8,-14,945
"833",106720,22,8,-14,945
"834",106721,22,9,-13,945
"835",106722,22,9,-13,945
"836",106723,25,14,-11,945
"837",106724,27,16,-11,945
"838",106725,94,74,-20,945
"839",106726,93,75,-18,945
"840",106727,92,75,-17,945
"841",106728,93,75,-18,945
"842",106729,94,77,-17,945
"843",106730,93,77,-16,945
"844",106731,76,62,-14,945
"845",106732,89,74,-15,945
"846",106733,91,78,-13,945
"847",106734,88,75,-13,945
"848",107407,14,9,-5,945
"849",107408,14,9,-5,945
"850",107409,14,9,-5,945
"851",107410,15,9,-6,945
"852",107411,15,8,-7,945
"853",107412,15,7,-8,945
"854",107413,15,7,-8,945
"855",107414,15,7,-8,945
"856",107415,14,7,-7,945
"857",107417,13,7,-6,945
"858",107418,14,7,-7,945
"859",107419,13,7,-6,945
"860",107420,12,7,-5,945
"861",107430,20,8,-12,945
"862",107431,20,8,-12,945
"863",107432,20,8,-12,945
"864",107433,20,8,-12,945
"865",107434,20,8,-12,945
"866",107435,20,8,-12,945
"867",107436,20,8,-12,945
"868",107437,20,8,-12,945
"869",107438,20,8,-12,945
"870",107439,22,9,-13,945
"871",107440,22,9,-13,945
"872",107441,22,9,-13,945
"873",107442,22,9,-13,945
"874",107443,21,12,-9,945
"875",107444,21,12,-9,945
"876",107445,21,12,-9,945
"877",107446,21,12,-9,945
"878",107447,22,13,-9,945
"879",107448,22,13,-9,945
"880",107449,23,13,-10,945
"881",107450,23,13,-10,945
"882",107451,49,34,-15,945
"883",107452,49,34,-15,945
"884",107453,85,69,-16,945
"885",107454,92,79,-13,945
"886",107455,88,75,-13,945
"887",108152,19,8,-11,945
"888",108153,19,8,-11,945
"889",108154,19,8,-11,945
"890",108155,19,8,-11,945
"891",108156,20,8,-12,945
"892",108157,20,8,-12,945
"893",108158,20,8,-12,945
"894",108159,21,9,-12,945
"895",108160,21,9,-12,945
"896",108161,22,9,-13,945
"897",108162,22,9,-13,945
"898",108163,22,9,-13,945
"899",108164,22,9,-13,945
"900",108165,21,9,-12,945
"901",108166,21,9,-12,945
"902",108167,21,9,-12,945
"903",108168,21,9,-12,945
"904",108169,21,10,-11,945
"905",108170,21,10,-11,945
"906",108171,21,11,-10,945
"907",108172,57,39,-18,945
"908",108173,62,42,-20,945
"909",108174,86,70,-16,945
"910",108175,92,79,-13,945
"911",108176,87,74,-13,945
"912",108875,18,8,-10,945
"913",108876,18,8,-10,945
"914",108877,18,8,-10,945
"915",108878,19,8,-11,945
"916",108879,21,8,-13,945
"917",108880,21,9,-12,945
"918",108881,22,9,-13,945
"919",108882,22,8,-14,945
"920",108883,22,8,-14,945
"921",108884,21,8,-13,945
"922",108885,21,8,-13,945
"923",108886,21,8,-13,945
"924",108887,21,8,-13,945
"925",108888,21,8,-13,945
"926",108889,21,9,-12,945
"927",108890,20,9,-11,945
"928",108891,20,10,-10,945
"929",108892,20,10,-10,945
"930",108893,21,10,-11,945
"931",108894,34,22,-12,945
"932",108895,84,64,-20,945
"933",108896,95,78,-17,945
"934",109597,18,8,-10,945
"935",109598,18,8,-10,945
"936",109599,19,8,-11,945
"937",109600,20,8,-12,945
"938",109601,22,8,-14,945
"939",109602,22,8,-14,945
"940",109603,21,8,-13,945
"941",109604,21,8,-13,945
"942",109605,21,8,-13,945
"943",109606,21,8,-13,945
