"","X","percent_change"
"1",34583,38.0882272524033
"2",34584,31.6090252119014
"3",34585,46.1064292433416
"4",35300,49.9443500773328
"5",35301,39.401546528964
"6",35302,46.0759354488984
"7",35303,52.2086427382642
"8",35304,51.3037407507626
"9",35305,47.5706331605403
"10",35306,50.7979856320597
"11",35307,35.1930059955936
"12",35308,-1.22199792242173
"13",36018,52.1888067452635
"14",36019,49.2723580559629
"15",36020,51.4118035789427
"16",36021,55.8039071799466
"17",36022,54.4214196081324
"18",36023,53.3720211868139
"19",36024,50.5370984694631
"20",36025,44.7577440137843
"21",36026,44.994070092632
"22",36027,37.3153346995435
"23",36028,36.5723738538964
"24",36029,17.9389995967325
"25",36031,-7.11076382057616
"26",36032,16.6832677161925
"27",36033,36.5700619595777
"28",36034,32.2251158435528
"29",36035,557.809594084535
"30",36036,40.2594140778551
"31",36037,54.474814859426
"32",36038,33.8776431451643
"33",36039,-5.919394456162
"34",36736,25.3921084186993
"35",36737,32.2688345950688
"36",36738,52.7604211056678
"37",36739,56.8712438437245
"38",36740,52.5023126696395
"39",36741,66.8221657883476
"40",36742,58.4295302749422
"41",36743,59.1072682916368
"42",36744,57.181368936239
"43",36745,49.3707021247003
"44",36746,44.9056795706925
"45",36747,45.316274716742
"46",36748,50.5123308323939
"47",36749,37.4681591822505
"48",36750,36.5856246567832
"49",36751,34.2149352823627
"50",36752,28.6859851139659
"51",36753,52.3383525658406
"52",36754,70.6499704914051
"53",36755,86.2894265736257
"54",36756,81.491050271505
"55",36757,74.4308346346777
"56",36758,49.7024002328241
"57",36759,900.103255832742
"58",37454,55.3202832003045
"59",37455,41.1402239628022
"60",37456,33.5551624696379
"61",37457,32.0933487897903
"62",37458,35.8928781371792
"63",37459,50.514903404417
"64",37460,50.5663083124027
"65",37461,64.9473719339534
"66",37462,73.3716027326101
"67",37463,63.8889447841327
"68",37464,59.0809860732973
"69",37465,60.0744009611522
"70",37466,57.7673434915463
"71",37467,62.3856861714718
"72",37468,67.6282012806343
"73",37469,48.0153330899265
"74",37470,42.6492388497245
"75",37471,35.0943108059592
"76",37472,25.8211642128859
"77",37473,54.3635350466011
"78",37474,77.3157518154036
"79",37475,76.795501716584
"80",37476,74.32734818161
"81",37477,117.10831886769
"82",37478,40.3314067593104
"83",37479,-45.6076634010797
"84",38172,31.9454058956395
"85",38173,42.9068581855937
"86",38174,52.4707947984024
"87",38175,39.6494183884472
"88",38176,31.8935783962573
"89",38177,28.3866898416882
"90",38178,29.4467867380824
"91",38179,46.2990003416968
"92",38180,50.9674566433481
"93",38181,51.0975594226554
"94",38182,74.0182331779605
"95",38183,62.7299791268789
"96",38184,59.4764110742233
"97",38185,58.6497544918815
"98",38186,59.2796661881954
"99",38187,56.9809848773763
"100",38188,55.3263997623223
"101",38189,51.1349526141782
"102",38190,45.8980226605072
"103",38191,42.9297602171327
"104",38192,46.1890278320991
"105",38193,40.9785034543593
"106",38194,54.0699233347372
"107",38195,71.6867603971093
"108",38196,58.7184024679461
"109",38197,993.843461105346
"110",38890,47.4879939057746
"111",38891,48.6451494812074
"112",38892,39.7110448451576
"113",38893,37.3847399025469
"114",38894,39.1252109868701
"115",38895,33.7563323952389
"116",38896,29.2089563270095
"117",38897,31.0888785427286
"118",38898,33.8993599510232
"119",38899,38.8568257626894
"120",38900,31.6390552562147
"121",38901,42.1850250999752
"122",38902,45.8720051707713
"123",38903,55.0976118219018
"124",38904,55.73477670322
"125",38905,58.4102366772396
"126",38906,53.959705323981
"127",38907,56.9187077865262
"128",38908,68.0395923302696
"129",38909,50.6997465599461
"130",38910,58.3354779917831
"131",38911,41.6435166171729
"132",39608,42.7288378560558
"133",39609,41.3809264489124
"134",39610,38.1501346358147
"135",39611,38.2142313070367
"136",39612,39.1358322019362
"137",39613,39.7287185664886
"138",39614,37.5115318445985
"139",39615,32.3533535463919
"140",39616,28.9936240250986
"141",39617,32.0265154427465
"142",39618,34.8988157666295
"143",39619,35.7212842103946
"144",39620,35.0838813870597
"145",39621,45.6574190639008
"146",39622,47.4072877143483
"147",39623,53.6049675753952
"148",39624,49.9638239394416
"149",39625,55.2060257891155
"150",39626,57.6487791687674
"151",39627,55.5828800975134
"152",39628,59.1387013068931
"153",39629,49.0397618865737
"154",39630,43.7990259065704
"155",40326,42.6688451942912
"156",40327,45.6970586989429
"157",40328,43.9784790001874
"158",40329,45.3208437690833
"159",40330,43.6960599367926
"160",40331,48.4121609583366
"161",40332,49.1609329748366
"162",40333,42.010442366431
"163",40334,40.7435738912625
"164",40335,39.2644988700703
"165",40336,36.5896298855881
"166",40337,35.1301570753225
"167",40338,39.4488970032292
"168",40339,41.5744957835727
"169",40340,38.8348407590403
"170",40341,50.0073550369764
"171",40342,52.2986739131765
"172",40343,59.0343153622825
"173",40344,54.6520578868507
"174",40345,57.0656363548787
"175",40346,57.9666935857107
"176",40347,56.9428631312188
"177",40348,55.5751190403017
"178",40349,39.8215089883241
"179",41044,42.8200488582407
"180",41045,39.8682551179637
"181",41046,40.7965772490207
"182",41047,42.3388721667703
"183",41048,41.8084552969712
"184",41049,49.6039928216126
"185",41050,41.3242769444791
"186",41051,43.9699531720172
"187",41052,43.9366466444669
"188",41053,42.6010312308958
"189",41054,39.2649122625421
"190",41055,36.0864754194236
"191",41056,39.3383356775854
"192",41057,35.5478511173164
"193",41058,40.0989121857982
"194",41059,44.54396876154
"195",41060,39.5830621372156
"196",41061,51.5590421570637
"197",41062,52.9716965872241
"198",41063,61.2753987827909
"199",41064,52.0314804864381
"200",41065,57.0924294971444
"201",41066,55.827707721908
"202",41067,59.5915431052942
"203",41068,54.6393681246055
"204",41069,49.2278172020647
"205",41070,40.7555366320534
"206",41098,-7.32123251593196
"207",41099,12.9916000940465
"208",41100,15.7340874645678
"209",41101,15.8418746304949
"210",41102,-27.5099023545984
"211",41104,-2.95817667968478
"212",41105,3.77742333245472
"213",41106,27.0974236659592
"214",41107,5.86960835910518
"215",41108,1.27313542317601
"216",41762,80.0572099768157
"217",41763,49.5467182588217
"218",41764,39.3154025389704
"219",41765,39.7643585951459
"220",41766,39.6909901197383
"221",41767,40.7956965949494
"222",41768,39.8351583099649
"223",41769,41.9243957489068
"224",41770,39.2443616719188
"225",41771,40.8618668147314
"226",41772,42.0967423486767
"227",41773,49.2787119287849
"228",41774,46.7764612146133
"229",41775,48.3215236609391
"230",41776,49.4564745364064
"231",41777,49.3342979798603
"232",41778,51.0726108312099
"233",41779,51.5671506972993
"234",41780,50.2863429924448
"235",41781,44.9863978150917
"236",41782,45.2649286150818
"237",41783,46.0556900533507
"238",41784,44.6305988916928
"239",41785,42.3972978136617
"240",41786,42.8428194742149
"241",41787,48.2074606343685
"242",41788,48.8602443998054
"243",41789,50.5289112657382
"244",41790,48.7711992294073
"245",41791,34.6362174034606
"246",41816,-8.94029208862866
"247",41817,-7.72994373295919
"248",41818,-7.10155804065677
"249",41819,-5.97224533906423
"250",41820,-6.0358590786837
"251",41821,9.1645524654042
"252",41822,22.9945892727784
"253",41823,252.090602710926
"254",41824,6.19564245029447
"255",41825,9.26293134379383
"256",41826,7.17673051964786
"257",41827,9.62389220801168
"258",41828,8.18073183305969
"259",41829,-2.2614946366853
"260",42481,437.455280220719
"261",42482,102.523955573573
"262",42483,52.491253962613
"263",42484,36.6926422852299
"264",42485,37.4858083877877
"265",42486,36.787311104734
"266",42487,38.562853210424
"267",42488,38.4774338381269
"268",42489,39.2459842516888
"269",42490,38.7088507303239
"270",42491,39.472656679609
"271",42492,39.8090249043738
"272",42493,47.1598003882677
"273",42494,45.8743937187535
"274",42495,46.8002113269643
"275",42496,46.7957630621401
"276",42497,47.5926141287752
"277",42498,50.1902069650416
"278",42499,49.9945659821761
"279",42500,49.6483736673465
"280",42501,44.5189622771436
"281",42502,45.2284032634905
"282",42503,47.086183360569
"283",42504,41.0638863984782
"284",42505,39.5567959234906
"285",42506,36.6563696891767
"286",42507,37.015219073143
"287",42508,23.9714851445642
"288",42509,33.9218278439197
"289",42510,41.0621227269794
"290",42511,43.4079083631001
"291",42512,29.5229147011103
"292",42516,720.911500527215
"293",42535,-6.75267776786824
"294",42536,-5.51190876576923
"295",42537,-6.81318677193445
"296",42538,-7.8259644198923
"297",42544,5.69844729200184
"298",42545,8.18366706587042
"299",42546,7.22430249768677
"300",42547,6.72572774756387
"301",42548,7.3415522481303
"302",42549,5.79649321372235
"303",42550,5.19204916715759
"304",42551,-7.02164788147289
"305",42552,-4.39329786029149
"306",42553,-5.33642284594754
"307",42554,-10.9229372562618
"308",42555,-13.986682948192
"309",42556,-13.8846550051667
"310",42557,-9.8936851072926
"311",42558,-8.68289392382795
"312",42561,-16.3546145407382
"313",42562,-16.1250016588798
"314",43201,-74.0787246298398
"315",43202,168.238051015267
"316",43203,53.8917981662696
"317",43204,28.8007993498429
"318",43205,31.0040392327581
"319",43206,30.5447809733499
"320",43207,34.4270352124768
"321",43208,36.8533664085003
"322",43209,37.1108334749027
"323",43210,37.071230712505
"324",43211,39.4755385032462
"325",43212,39.5143209870048
"326",43213,41.5036031358271
"327",43214,41.0737229403571
"328",43215,41.0750027872285
"329",43216,42.3353606689774
"330",43217,44.2368924347549
"331",43218,44.5805077942644
"332",43219,42.5347596077142
"333",43220,43.2909377610765
"334",43221,41.0907581257397
"335",43222,39.7911546183225
"336",43223,35.6368431048969
"337",43224,36.7316859727875
"338",43225,34.0285122083534
"339",43226,32.15015886405
"340",43227,34.1600334736734
"341",43228,35.1444795755796
"342",43229,34.2613438941777
"343",43230,37.8690535825892
"344",43231,42.9197311891589
"345",43232,44.7256750277424
"346",43233,41.2054616158872
"347",43234,37.3209554789474
"348",43235,33.960082741257
"349",43236,83.5982745430799
"350",43237,46.2703428413599
"351",43253,-7.17938536793471
"352",43254,-8.33188225141032
"353",43255,-9.45660013039333
"354",43256,-8.31996102095569
"355",43257,-8.29002402612715
"356",43258,-9.03332773379812
"357",43259,-10.7918628836655
"358",43260,-8.02347986096095
"359",43261,-7.03683435681274
"360",43262,-9.64028649744913
"361",43263,-10.8875672880385
"362",43264,-10.2790497447834
"363",43265,-9.91363935179593
"364",43266,-10.0694781597224
"365",43267,-11.2728410970705
"366",43268,-11.3221294584143
"367",43269,-17.954911147753
"368",43270,-16.9563219048774
"369",43271,-7.49943023316555
"370",43272,-7.14181052203045
"371",43273,-8.04193473037734
"372",43274,-11.7216092024863
"373",43275,-18.1119274670802
"374",43276,-21.1401808066857
"375",43277,-8.40856632577065
"376",43278,-6.33681350144627
"377",43279,-7.30107912514879
"378",43280,-5.8713878208831
"379",43281,-3.72793355579428
"380",43282,-4.22467216931953
"381",43922,-82.3575433114716
"382",43923,336.863708840611
"383",43924,23.6449733326528
"384",43925,29.9382787548666
"385",43926,29.7769668238291
"386",43927,34.1038792306858
"387",43928,37.1369600234196
"388",43929,39.6412267527208
"389",43930,37.7886788109144
"390",43931,39.8865020687091
"391",43932,38.3232165146748
"392",43933,40.3216617012868
"393",43934,38.6983431808376
"394",43935,39.3849886427061
"395",43936,40.0247100579744
"396",43937,42.7318633435987
"397",43938,41.9077384274876
"398",43939,40.495205255521
"399",43940,40.2092833667641
"400",43941,39.3506468196007
"401",43942,38.0088883472335
"402",43943,33.1718771314128
"403",43944,33.9171665627808
"404",43945,30.6298855776601
"405",43946,30.7650777138413
"406",43947,34.2668542981643
"407",43948,34.9244363151959
"408",43949,35.5120568019156
"409",43950,36.7038984886948
"410",43951,41.1405801318782
"411",43952,41.7447264319813
"412",43953,44.8245982887812
"413",43954,44.0914646535502
"414",43955,43.4683241332927
"415",43956,60.6050944948713
"416",43957,46.2053935083329
"417",43959,35.4691644162681
"418",43960,31.7876214946046
"419",43964,132.272419828415
"420",43972,-8.01434485919629
"421",43973,-7.80656045787839
"422",43974,-8.04741062626013
"423",43975,-8.54229218089064
"424",43976,-9.4154652721961
"425",43977,-8.19019927118443
"426",43978,-9.43237224300803
"427",43979,-8.99678680815581
"428",43980,-6.32602306292868
"429",43981,-8.19329670352455
"430",43982,-7.37568075465287
"431",43983,-10.3119879194566
"432",43984,-11.8860831199276
