"","X","percentage_change"
"267",42488,12.0413321064214
"268",42489,10.8651574976804
"269",42490,8.87189539850831
"270",42491,9.05836164793942
"271",42492,10.6206126085361
"272",42493,11.6758403105579
"273",42494,11.4277241210052
"274",42495,9.12779614475581
"275",42496,9.57995482034286
"276",42497,16.0821022465861
"277",42498,12.8689934148951
"278",42499,13.7899068392624
"279",42500,13.2643198861579
"280",42501,17.2013211108718
"281",42502,16.5072508485044
"282",42503,15.5252036024001
"283",42504,9.7776739021423
"284",42505,8.8011434118055
"285",42506,9.54966389039587
"286",42507,8.06229298504163
"287",42508,3.6454182478796
"288",42509,9.47035335641191
"289",42510,11.7091913768034
"290",42511,15.3731424725921
"291",42512,11.5722786934421
"292",42516,282.311244548275
"293",42535,-4.45982792342624
"294",42536,-4.5354871823829
"295",42537,-5.13367826465045
"296",42538,-7.04246006461656
"297",42544,4.51910269577882
"298",42545,4.94360536696213
"299",42546,5.51184148268926
"300",42547,2.0726504138977
"301",42548,-1.31638078625476
"302",42549,-4.03506456197008
"303",42550,-6.58065923903894
"304",42551,-1.8240208835631
"305",42552,-2.82711576967443
"306",42553,-5.81537761848711
"307",42554,-16.6998491024524
"308",42555,-6.02056899382317
"309",42556,-3.34438035955054
"310",42557,-1.97974359464321
"311",42558,-0.418811202186034
"312",42561,-44.6379539817828
"313",42562,-44.8655758502316
"314",43201,100
"315",43202,215.82454837957
"316",43203,36.9190179793864
"317",43204,19.8801594531819
"318",43205,17.4482961174515
"319",43206,15.0546383477208
"320",43207,12.586784143899
"321",43208,11.9652959045745
"322",43209,10.8589530969217
"323",43210,8.92416955262342
"324",43211,6.16196535674462
"325",43212,8.73281336610986
"326",43213,9.97292715323867
"327",43214,10.2332576391593
"328",43215,8.59434807884345
"329",43216,8.76430613978332
"330",43217,11.0554699924204
"331",43218,12.7405069473545
"332",43219,12.5394517865974
"333",43220,12.8659663697542
"334",43221,11.5483743862269
"335",43222,10.0005124026899
"336",43223,8.77322411093087
"337",43224,8.67612976703603
"338",43225,8.30724704658235
"339",43226,8.90140682910331
"340",43227,9.12825651177889
"341",43228,9.36832540622154
"342",43229,9.73176285623142
"343",43230,11.78209975528
"344",43231,11.8095950052283
"345",43232,14.201294831392
"346",43233,10.9501343716833
"347",43234,9.23964364304304
"348",43235,9.42075175389972
"349",43236,29.6346587500916
"350",43237,14.320159786273
"351",43253,-5.76981507844082
"352",43254,-4.75939043404151
"353",43255,-3.57962426378278
"354",43256,-5.23686570658692
"355",43257,-3.03412672535425
"356",43258,-3.01778260739954
"357",43259,-7.09676674244956
"358",43260,-5.0615132893933
"359",43261,-4.60341736234885
"360",43262,-2.0670439116757
"361",43263,-0.564507511416158
"362",43264,1.70309809262869
"363",43265,2.00804762743018
"364",43266,3.2963609491518
"365",43267,2.15688844599877
"366",43268,0.502793837791783
"367",43269,-3.74467499693362
"368",43270,-7.96200369156768
"369",43271,-3.01142596657457
"370",43272,-2.65628341400878
"371",43273,-0.798026547911497
"372",43274,-3.66451681529671
"373",43275,0.0515352779097322
"374",43276,-0.941039074923835
"375",43277,-1.03382838483509
"376",43278,1.29337280717101
"377",43279,-4.28690321898818
"378",43280,-7.31655209722529
"379",43281,-25.5869447917367
"380",43282,-8.62904660043056
"381",43922,-32.407866115682
"382",43923,196.449568633491
"383",43924,13.6571750287345
"384",43925,16.3059418560761
"385",43926,13.8587223112696
"386",43927,12.346889813013
"387",43928,13.0317242587956
"388",43929,9.94746884639957
"389",43930,9.98543418119211
"390",43931,8.734224437594
"391",43932,8.94844506222617
"392",43933,9.69795362110069
"393",43934,9.28556135401441
"394",43935,9.23449978232438
"395",43936,7.90111087465594
"396",43937,9.35441501372209
"397",43938,10.5748782742525
"398",43939,11.117434698457
"399",43940,10.5851517024031
"400",43941,10.228692323941
"401",43942,9.68634391792376
"402",43943,8.42350132001109
"403",43944,7.21492629584651
"404",43945,6.86169874339179
"405",43946,8.39695818789754
"406",43947,9.37609153896295
"407",43948,10.8551790311146
"408",43949,10.9773411927081
"409",43950,11.254556845566
"410",43951,11.7959255504791
"411",43952,12.9984683768068
"412",43953,12.476444982355
"413",43954,12.4891735313591
"414",43955,11.9148152190933
"415",43956,19.6568420987799
"416",43957,13.3794676158769
"417",43959,57.4871349796366
"418",43960,58.6815352996415
"419",43972,-1.1016620125672
"420",43973,-0.986303182669312
"421",43974,-2.00571929984564
"422",43975,-3.21730283672355
"423",43976,-3.66635057815104
"424",43977,-3.13733545648963
"425",43978,-3.28221128639109
"426",43979,-2.85424534286248
"427",43980,-0.482318034323428
"428",43981,-1.6078413881798
"429",43982,-2.15888710880513
"430",43983,-1.86792713854114
"431",43984,0.460154884216527
"432",43985,1.11779093921211
"433",43986,-0.0450043388061334
"434",43987,0.744480039966835
"435",43988,-4.16035121247493
"436",43989,-7.29841883403646
"437",43990,-9.53034793725732
"438",43991,-2.34613621841606
"439",43992,-2.16102024142024
"440",43993,-7.69489922828662
"441",43994,6.24470376885426
"442",43995,8.63123168457706
"443",43996,-5.43538158404353
"444",43997,-1.30454980877833
"445",43998,-1.18000706329802
"446",43999,-4.52231165028907
"447",44000,-7.55449760681724
"448",44001,-16.0429362286693
"449",44002,-7.11487117009519
"450",44003,-2.81413686407445
"451",44004,-3.1787657437691
"452",44007,-2.26629379881296
"453",44008,-5.33283914998298
"454",44009,7.39194652587598
"455",44010,0.838569301437432
"456",44643,-28.7080159170904
"457",44644,8.14220526978056
"458",44645,9.92137574454327
"459",44646,9.913288799222
"460",44647,9.95382061971774
"461",44648,13.5832828201682
"462",44649,12.611210965354
"463",44650,11.9445623892753
"464",44651,11.6252117915994
"465",44652,11.10892129413
"466",44653,10.1050520918148
"467",44654,9.23223173530812
"468",44655,9.11435021194228
"469",44656,9.53517208557567
"470",44657,10.3576686410913
"471",44658,10.0382863126628
"472",44659,10.11887948227
"473",44660,9.78279991666767
"474",44661,9.26737571841941
"475",44662,9.11637946378847
"476",44663,8.21287198589616
"477",44664,8.17441010598428
"478",44665,8.04374339978392
"479",44666,8.72785422150934
"480",44667,8.90375544426701
"481",44668,10.0944544180548
"482",44669,10.3111370964333
"483",44670,11.2482127722367
"484",44671,11.606094509093
"485",44672,11.7272003701372
"486",44673,12.0940063856808
"487",44674,12.1780368713199
"488",44675,13.5488740795542
"489",44676,16.4998963419586
"490",44677,15.3799801772868
"491",44678,15.5379918165499
"492",44679,18.5768901430613
"493",44680,22.5996204671789
"494",44681,19.2684812035413
"495",44682,15.9002252979094
"496",44683,14.429210049572
"497",44684,0.165229962458866
"498",44685,4.89639367354226
"499",44686,-13.6999694260456
"500",44687,33.2658013467209
"501",44693,-1.99817359423531
"502",44694,-2.0589310437423
"503",44695,-3.27634041324514
"504",44696,-3.65517223741591
"505",44697,-1.99486413335612
"506",44698,-2.2325732843045
"507",44699,-1.99782593792293
"508",44700,-1.84910332314035
"509",44701,-1.4325404366655
"510",44702,-1.71656290096719
"511",44703,-1.60664284383555
"512",44704,0.459547770030483
"513",44705,-4.20904606419045
"514",44706,-30.2553077885182
"515",44707,-72.2640951665244
"516",44708,-55.3171947015611
"517",44709,2.44178738566972
"518",44710,65.3626574501735
"519",44711,136.070258723958
"520",44712,161.802308196423
"521",44713,148.250040810452
"522",44714,149.683367241821
"523",44715,160.354155912451
"524",44716,155.090774796932
"525",44717,27.7480635608757
"526",44718,-4.49833864910456
"527",44719,-7.58539081681252
"528",44720,-11.6829614400548
"529",44721,-11.4781449443896
"530",44722,-6.33514846416857
"531",44723,-3.02621811581128
"532",44724,-2.45690063791287
"533",44725,-3.27151269472216
"534",44726,-5.4960775052538
"535",44727,-6.47678383429745
"536",44728,-6.11546549506954
"537",44729,-3.5239326768003
"538",44730,-2.74369310050685
"539",44731,-4.81947175299416
"540",45364,-1.48396667720483
"541",45365,-11.9891244361947
"542",45366,-19.405936626064
"543",45367,-18.490222327026
"544",45368,-25.1185713378913
"545",45369,12.6575899643986
"546",45370,13.971871470235
"547",45371,18.950861055504
"548",45372,13.2030749636096
"549",45373,8.93239925883513
"550",45374,7.89065882250399
"551",45375,7.82498911971244
"552",45376,7.87654400404605
"553",45377,8.41063328633092
"554",45378,8.60267075173068
"555",45379,8.46919085717811
"556",45380,8.41168304232988
"557",45381,8.02087577714459
"558",45382,7.66966867048793
"559",45383,7.08198963758727
"560",45384,7.31216778780793
"561",45385,7.11146480245146
"562",45386,7.42813020104698
"563",45387,7.64793020161683
"564",45388,7.96763941130967
"565",45389,8.30648204612532
"566",45390,9.00023510967361
"567",45391,9.52081465579788
"568",45392,10.0856007960909
"569",45393,10.3360211353782
"570",45394,10.8989325331872
"571",45395,12.7084553749975
"572",45396,14.479761029561
"573",45397,15.5694269243077
"574",45398,16.4022859080982
"575",45399,17.8142425658878
"576",45400,19.1927576369867
"577",45401,19.4525818504721
"578",45402,19.9984204566989
"579",45403,17.4271906081685
"580",45404,10.4108680701034
"581",45405,8.21256727200495
"582",45406,114.691978254643
"583",45411,-2.92641453626145
"584",45412,-0.648693632759656
"585",45413,-1.22179109415848
"586",45414,-2.25227641731516
"587",45415,-3.71486143871736
"588",45416,-3.69046005817754
"589",45417,-3.70781956253631
"590",45418,-3.33820127046726
"591",45419,-2.62172442959733
"592",45420,-1.55066610673429
"593",45421,-1.41933686532151
"594",45422,-1.75357146104131
"595",45423,-1.61448748088091
"596",45424,-5.38284305069033
"597",45425,-19.5780719085137
"598",45426,-51.1100361615052
"599",45427,-68.2935740327368
"600",45428,14.5342773483663
"601",45429,82.0743485341983
"602",45430,349.878019621727
"603",45431,598.137764061531
"604",45432,571.263518328574
"605",45433,538.033266689017
"606",45434,455.331382782649
"607",45435,315.047957670983
"608",45436,218.573790373535
"609",45437,189.070013993596
"610",45438,148.816552910473
"611",45439,127.717523366717
"612",45440,123.882967582905
"613",45441,-13.1205046691386
"614",45442,-7.84096281175975
"615",45443,-3.46225330986675
"616",45444,-3.96302697483002
"617",45445,-4.97632562272795
"618",45446,-4.98641027703386
"619",45447,-4.24861391673619
"620",45448,-4.31216879554064
"621",45449,-3.32663792019194
"622",45450,-4.88143941186337
"623",45451,-7.7048420182174
"624",45452,-8.20297909951749
"625",45453,-7.51672357128294
"626",46085,11.9336265448755
"627",46086,-7.55410125517973
"628",46087,148.158547976825
"629",46088,78.1370580266895
"630",46089,9.47828943165835
"631",46090,-3.91174323328967
"632",46091,17.5266456194735
"633",46092,14.7924419181619
"634",46093,5.8002362771692
"635",46094,4.8302533819057
"636",46095,3.43337576408351
"637",46096,3.09747148893228
"638",46097,3.48391877218994
"639",46098,3.71786259330788
"640",46099,4.44577690215197
"641",46100,4.76743324701641
"642",46101,4.89783426162149
"643",46102,4.78956785630862
"644",46103,5.15229585869796
"645",46104,5.16788201570301
"646",46105,4.92186989636672
"647",46106,5.30983269130398
"648",46107,5.78739481664282
"649",46108,6.1972160074515
"650",46109,6.19482108162003
"651",46110,6.78905335537169
"652",46111,7.03568620365327
"653",46112,7.78803925611423
"654",46113,8.5548406214272
"655",46114,9.73442980624911
"656",46115,11.7693666003452
"657",46116,13.1855777444154
"658",46117,13.5143555339771
"659",46118,13.0652023702291
"660",46119,13.4376266478871
"661",46120,16.0083142006651
"662",46121,18.0535144932023
"663",46122,19.2017929281861
"664",46123,18.9206163670925
"665",46124,13.5362107241322
"666",46125,11.4550283906621
"667",46128,41.6132538813533
"668",46129,-1.8874231449112
"669",46130,-1.87055446462399
"670",46131,-1.1085641794896
"671",46132,-2.04340433632338
"672",46133,-2.89024377778618
"673",46134,-5.04929165637519
"674",46135,-5.54740714144833
"675",46136,-3.66141723741812
"676",46137,-3.38052642144945
"677",46138,-2.67804763728768
"678",46139,-3.2388377839697
"679",46140,-0.446032814306864
"680",46141,-6.79208922960673
"681",46142,-5.1193001516536
"682",46143,-6.65114534344574
"683",46144,-9.65539187051618
"684",46145,-17.6738220075297
"685",46146,-73.5871071958464
"686",46147,-79.8770666537821
"687",46148,200.428707695062
"688",46149,238.076658949468
"689",46150,660.018215544838
"690",46151,716.9516248233
"691",46152,408.328414192754
"692",46153,327.69953658825
"693",46154,443.082087825522
"694",46155,574.996316221994
"695",46156,389.636989474058
"696",46157,265.043903152582
"697",46158,171.641622157459
"698",46159,92.2398915699577
"699",46160,65.6998210604536
"700",46161,50.700836122335
"701",46162,54.0508276295557
"702",46163,81.9642458942657
"703",46164,-6.87278428861908
"704",46165,-6.69280629027415
"705",46166,-7.19614342371949
"706",46167,-6.77614447151202
"707",46168,-4.45978132101702
"708",46169,-5.52254803766806
"709",46170,-8.10906836343179
"710",46171,-9.64324465068432
"711",46172,-8.24182111415919
"712",46173,-7.25937391218238
"713",46174,-7.27866577800022
"714",46175,25.4717890362044
"715",46807,-22.6125663053714
"716",46808,23.6167503828203
"717",46809,19.7323667400508
"718",46810,11.0353757374182
"719",46811,46.5763619836928
"720",46812,136.824456694267
"721",46813,-0.19861749371188
"722",46814,1.69267178847955
"723",46815,0.4065387708273
"724",46816,0.264407453578476
"725",46817,0.502035608798889
"726",46818,0.202229733245084
"727",46819,0.813675949621243
"728",46820,1.53421035305075
"729",46821,2.21599372644974
"730",46822,2.52210295370525
"731",46823,2.39701860019577
"732",46824,2.35761018436161
"733",46825,2.28362802813742
"734",46826,2.48210331987562
"735",46827,2.61264956709779
"736",46828,2.96109999646998
"737",46829,3.555259450526
"738",46830,4.15862983422547
"739",46831,4.7352884538317
"740",46832,5.42105898320223
"741",46833,6.12938587800581
"742",46834,7.23053579688082
"743",46835,9.82070534671666
"744",46836,9.2627865402436
"745",46837,9.56112264654157
"746",46838,9.61199236033501
"747",46839,10.002016402172
"748",46840,11.4522149525779
"749",46841,14.5857289880099
"750",46842,15.8543061554022
"751",46843,15.9609645609805
"752",46844,8.48899635039891
"753",46845,51.9324670050378
"754",46847,-6.74901187917723
"755",46848,-2.96108095024054
"756",46849,-5.71811106836783
"757",46850,-5.11694338872208
"758",46851,-3.63529470717021
"759",46852,-6.16468341685729
"760",46853,-5.62460135939177
"761",46854,-4.34742600661772
"762",46855,-3.92291166132904
"763",46856,-3.14924610315201
"764",46857,-5.23606833547362
"765",46858,-4.44782955253524
"766",46859,-2.06942372086899
"767",46860,-4.41095477202299
"768",46861,-16.0441088899489
"769",46862,-70.0027397698063
"770",46863,-44.5805650673516
"771",46864,25.4161569857144
"772",46865,30.9638888757391
"773",46866,-34.6271902205957
"774",46867,-31.8342184917547
"775",46868,136.06643262249
"776",46869,590.30569044364
"777",46870,224.359264850246
"778",46871,198.537547610958
"779",46872,162.337728687805
"780",46873,137.858404596815
"781",46874,125.072044273658
"782",46875,136.155087133346
"783",46876,225.621660775172
"784",46877,310.197081940889
"785",46878,264.627453227174
"786",46879,170.503089067395
"787",46880,140.397537237328
"788",46881,82.5677400611684
"789",46882,71.0939657178936
"790",46883,76.6974246509436
"791",46884,54.298046836238
"792",46885,45.3383047774393
"793",46886,27.6486278240203
"794",46887,15.0254724717696
"795",46888,-5.41418927975497
"796",46889,-4.41094104547276
"797",46890,-9.00695008964124
"798",46891,-9.56670820800056
"799",46892,-8.02658643221136
"800",46893,-6.34020778813305
"801",46894,-6.24029561985642
"802",46895,-6.78092423484641
"803",47527,-0.917251186165755
"804",47528,-3.11477925814769
"805",47529,62.0413619119527
"806",47530,13.6689772921784
"807",47531,24.1223650347118
"808",47532,27.361179814097
"809",47533,-2.80436072038936
"810",47534,-1.42074717728287
"811",47535,-1.03912509795489
"812",47536,-0.0161814264828609
"813",47537,0.468040100919857
"814",47538,-0.635282089179342
"815",47539,-0.847480327322289
"816",47540,0.465005807058228
"817",47541,0.904479952454343
"818",47542,1.22332774381321
"819",47543,0.236590707306917
"820",47544,0.168228961252804
"821",47545,-0.174457492886453
"822",47546,-0.165179691985911
"823",47547,-0.122162825685566
"824",47548,0.213263689621271
"825",47549,0.787182288266982
"826",47550,1.4874169178676
"827",47551,1.97497700832373
"828",47552,2.17907312525824
"829",47553,2.78411475862622
"830",47554,3.42466881134884
"831",47555,4.63994769935182
"832",47556,6.03738648493859
"833",47557,7.0374754613973
"834",47558,6.99854581696629
"835",47559,7.06738703564042
"836",47560,8.70427054612681
"837",47561,13.4648489218695
"838",47562,12.6116105612366
"839",47563,17.5185969497737
"840",47564,-7.79983827829783
"841",47565,-6.40176233019828
"842",47566,-4.60651797528381
"843",47567,-4.64897061067681
"844",47568,-8.32403235253642
"845",47569,-7.7404317983894
"846",47570,-6.83418370641893
"847",47571,-4.66770210570016
"848",47572,-4.26556424856779
"849",47573,-4.19542332658444
"850",47574,-4.71732892814336
"851",47575,-4.37747749064755
"852",47576,-3.76029961732805
"853",47577,-8.14571008382815
"854",47578,-6.73043959807207
"855",47579,-14.1610353552423
"856",47580,-23.3483178558361
"857",47581,-66.53814590461
"858",47582,-46.487733961769
"859",47583,-39.8320865117164
"860",47584,71.8391035348659
"861",47585,48.8800506553743
"862",47586,-4.850442250026
"863",47587,-4.91225578742845
"864",47588,-4.34735819145244
"865",47589,48.579579635805
"866",47590,46.2621936778264
"867",47591,78.469936713315
"868",47592,107.174465432484
"869",47593,18.2137311827701
"870",47594,24.8394102652298
"871",47595,25.5887180629366
"872",47596,23.4356809693548
"873",47597,23.5663167167467
"874",47598,34.4393890017105
"875",47599,36.7652303832046
"876",47600,41.0279681048568
"877",47601,22.7631512253336
"878",47602,12.8684229918119
"879",47603,11.2369861955882
"880",47604,2.53026880927396
"881",47605,-1.11915025414382
"882",47606,16.1592619027259
"883",47607,16.2028174711363
"884",47608,-7.56551600033893
"885",47609,-8.31338898261619
"886",47610,-10.1764723381237
"887",47611,-9.41001201279829
"888",47612,-7.07963107541862
"889",47613,-5.89051182057196
"890",47614,-6.29729334918443
"891",47615,-4.98495976139925
"892",47616,-4.93653166170089
"893",48248,-3.2768406461506
"894",48249,-6.19898397105211
"895",48250,-9.64737167779345
"896",48251,-14.0407410487635
"897",48252,-18.1333740947943
"898",48253,-40.9825946230109
"899",48254,-4.93625263173619
"900",48255,3.39738593289021
"901",48256,212.506714523328
"902",48257,2.02011464445662
"903",48258,-1.65426992945888
"904",48259,-1.31703953879188
"905",48260,1.46265040741287
"906",48261,1.72841390225567
"907",48262,2.0692010429884
"908",48263,-1.83386416836084
"909",48264,-2.35934930686155
"910",48265,-2.26097139072839
"911",48266,-2.26113078069927
"912",48267,-3.84961411554377
"913",48268,-2.6112193672069
"914",48269,-1.90708300684708
"915",48270,-1.07219593829507
"916",48271,-0.257346047879766
"917",48272,0.226355602994104
"918",48273,0.935808362345007
"919",48274,1.5275263818662
"920",48275,2.01496412396578
"921",48276,3.16604592935501
"922",48277,3.82385684287295
"923",48278,3.96236652539255
"924",48279,2.44426087630334
"925",48280,2.52247895160988
"926",48283,551.896394434268
"927",48284,-9.94636707053488
"928",48285,-9.49797326276045
"929",48286,-8.20805659753754
"930",48287,-6.74817802766618
"931",48288,-9.03106754556125
"932",48289,-8.90140162338779
"933",48290,-8.26470741378013
"934",48291,-5.2437491654371
"935",48292,-4.92616488236759
"936",48293,-4.85772156758526
"937",48294,-5.69899882185809
"938",48295,-4.66519674953078
"939",48296,-6.89073418478208
"940",48297,1.82389825518841
"941",48298,-2.90768816964886
"942",48299,-3.10898547512759
"943",48300,-54.9028819776643
"944",48301,-43.4696367062486
"945",48302,-51.0048757871752
"946",48303,-64.4671836487896
"947",48304,-0.985364199813717
"948",48305,-4.77051472390498
"949",48306,-4.86114896630676
"950",48307,-4.76895922453083
"951",48308,-5.02150442511612
"952",48309,-1.90221232166418
"953",48310,7.78490392069585
"954",48311,73.9515443474066
"955",48312,97.8533506267868
"956",48313,22.9383303443589
"957",48314,18.7539569312758
"958",48316,5.13441215946792
"959",48317,25.4349409738199
"960",48318,21.8023044234075
"961",48319,19.4004297524969
"962",48320,20.7882837424416
"963",48321,12.4610272207081
"964",48322,9.84909595772106
"965",48323,7.89442028184998
"966",48324,6.19792065404995
"967",48325,4.73190682377658
"968",48326,3.45122361890823
"969",48327,10.7906894921935
"970",48328,13.9554131966889
"971",48329,-4.72256463589583
"972",48330,-9.8509334641265
"973",48331,-6.3358959388041
"974",48332,-7.4438518979713
"975",48333,-7.69648720024492
"976",48334,-7.25805638783438
"977",48335,-5.46867872984947
"978",48336,-4.52939995286152
"979",48337,-5.92375185394643
"980",48338,85.1810522911595
"981",48948,-2.47854297086901
"982",48949,-2.10727460414987
"983",48950,-1.75535651988611
