"","X","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030","X2031","X2032","X2033","X2034","X2035","X2036","X2037","X2038","X2039","X2040","X2041","X2042","X2043","X2044","X2045","X2046","X2047","X2048","X2049","X2050","percent_change"
"1",59151,1357.27192127624,1358.91131190216,1347.31922418911,1345.26609312169,1352.48285767869,1347.51980484318,1347.15815684357,1339.27591052249,1338.47497476409,1330.04020483671,1322.94092849018,1309.76966057335,1293.2424998399,1287.15419982227,1276.71530922768,1278.57709298775,1281.75885084536,1284.22222676734,1272.16411311568,1266.37534439867,1266.0406657139,1267.35987164215,1283.3074619165,1288.82494506508,1289.70095408734,1302.753406299,1323.0703363858,1338.39269874782,1338.87730845553,1342.90998493749,1342.10210455985,1359.11835716252,1361.30409775414,1360.68974470582,1359.52147121116,1364.07149796322,1366.2706345238,1379.32336310376,1380.90118381954,1380.65573971945,1388.02511007773,1378.19287864715,1370.44722394969,1374.24690649599,1367.17713134976,1367.15979023958,1351.63880843759,1343.14468135904,1344.57957618259,1352.43101583368,1366.47350850745,0.677947218016346
"2",59154,2086.5874973911,2115.00108002852,2119.7599290564,2125.72950486155,2135.96586438082,2131.85694784168,2129.3238244157,2119.04226794795,2128.57724795291,2119.37548874904,2117.9242460368,2098.66534095082,2069.84046976151,2054.56531880719,2046.55086954199,2046.95120467245,2051.46653821058,2040.54858830443,2034.87528177806,2021.9883194831,2025.0709307682,2022.64754682229,2039.95116167717,2058.60905661754,2072.5089358289,2113.60380848282,2170.65814920689,2211.69859465716,2218.92989971977,2224.39734219208,2232.74710776972,2280.69242069513,2295.76640010701,2317.33045266677,2331.78185470151,2355.85230537416,2368.5203157475,2400.10239320274,2406.79778937278,2403.21484630527,2400.22694324497,2386.02769986134,2363.54416558448,2364.58682994493,2356.4976826153,2341.96543465948,2311.02470975955,2280.08399429584,2262.75051228614,2256.30172475446,2269.64926189659,8.77326087376512
"3",59155,1925.76993761061,1952.28765557451,1957.19861770588,1963.55774939056,1974.5809127663,1971.26891280977,1970.00823039595,1960.07702532209,1969.58150166505,1961.91192365127,1961.73521639364,1944.68952915441,1917.57061174218,1904.19184346752,1897.19677514505,1899.46599558378,1904.56711986016,1892.7300488863,1882.77725478166,1869.80594230075,1874.40506444325,1873.71570972131,1889.83463095226,1908.64236454043,1922.22278783386,1961.47211580397,2014.47248412701,2053.40146314912,2058.55667344223,2062.33059293803,2071.24422905362,2115.51817431111,2129.0537810936,2149.41358496255,2163.4134730367,2185.51152732698,2197.37093073387,2227.06111848029,2233.88947322908,2230.8655733404,2228.6123299223,2214.04989148539,2193.68719502214,2193.3299015933,2185.34477429163,2171.48350362035,2141.89114838537,2112.63794630956,2098.53730606509,2093.8259457091,2107.35092640945,9.42900734155922
"4",59156,376.321378812232,378.874066779209,379.733453427699,381.728490264206,384.981880511182,384.799765627854,384.423757200466,383.391330894924,385.457804759091,384.868268124496,384.321118639777,381.522213752005,377.957768928057,375.595758611485,373.935067379107,373.599154533492,373.071033467232,370.075405132584,367.209964064945,364.199582792902,363.599980428803,362.949532625387,365.178336323572,366.621580902894,367.041933162844,372.784138013,381.573119483187,388.329934180717,390.35207371715,391.173680904835,391.056361767642,396.32068509664,398.597707273184,402.072686839845,405.012112973591,409.365811445024,412.122244020295,416.750277538229,418.620795952124,418.927143533513,418.750316576283,416.877431575912,412.531079468187,412.002151920033,410.303962049313,407.620887893727,401.757601281886,396.150725064683,392.861430387325,391.122169367343,392.264793487285,4.23664866592868
"5",59868,461.80775681187,463.673707695672,465.123059427459,468.622438431306,472.141045125894,471.216438358211,478.879481654792,479.550151111312,477.739267613622,470.33155089219,463.081908437074,455.300331607756,447.840339873048,444.755921726118,446.847047882213,460.985337946545,477.491116139528,491.700870259657,494.123137196645,498.178149503562,512.180791181014,523.662121441276,536.860789807568,542.234717646536,544.748962097103,550.862517033639,557.547226742146,561.16559924495,565.114382655383,570.935903510305,578.785120781338,594.924360364298,594.634041222967,592.249544670005,588.218076537483,591.55518272417,599.135079484174,613.880646475418,618.859460409992,628.975366625441,637.896786729762,642.777368630678,651.614863561252,664.92588876454,673.412511020662,684.848247748738,685.334180994288,689.375152669647,703.486173916616,723.030291556004,741.754027398784,60.6196553560615
"6",59869,770.47158169212,767.918947152319,766.801647977516,769.142368460938,775.274403010065,775.445686736828,783.372735366075,785.300224229403,787.274566282506,783.668241778248,778.466682611452,772.437404259152,763.638958258981,759.964396960959,761.053356242412,770.371747320535,781.933513158162,790.941937865695,791.660601216595,792.834677137971,803.794323491964,815.191759881973,830.330806474546,837.213409899449,840.911583899158,847.208374149048,855.281421793833,861.715838507575,866.244239185454,871.653930334607,877.839553739116,895.314591443562,897.77066350047,897.278905004611,893.591709096501,897.326386994837,905.955324176703,922.734864583858,928.549376241103,938.469500549011,947.315090384044,949.335449615383,953.271239330295,962.123111233635,967.173112263044,978.015628725998,976.39614188587,976.30901384472,985.939046354694,1000.33406958226,1012.08442103503,31.3590851478622
"7",59870,919.232887899375,916.695196318816,916.11388787932,918.272044381575,926.607662183983,927.925666426458,937.927943353953,939.581936086588,944.231056472113,941.277351948789,935.475924690271,927.579549483003,916.401045618722,910.339615597091,908.498573732423,916.826345853587,926.900274795761,934.019693568834,933.302183464009,933.435586761963,942.413275527419,954.021065901378,967.817485248816,975.145487820667,977.523905387158,986.337421525602,992.944825526826,1000.50642923297,1002.72038545901,1007.20968899537,1013.46077789063,1031.64736156103,1034.55477530957,1035.05132321273,1032.6721757607,1037.44727814155,1045.70845866932,1063.04254679704,1068.0849576762,1079.0407635537,1088.36281194857,1088.88162334495,1091.68849618261,1098.21781577119,1101.84999817581,1110.29853155188,1108.71424976098,1105.1935301844,1116.18643496112,1130.4516794899,1139.99248303735,24.0156328221086
"8",59871,2519.69580404071,2520.57799559035,2494.68126151774,2486.66090477086,2498.28858129089,2488.13106984612,2486.16461258451,2473.11585781319,2476.96154181417,2459.66837936791,2443.69684397873,2418.13446211205,2386.39388298266,2377.27411408561,2361.71998895861,2369.75833127732,2375.67993721532,2379.18262441237,2360.05726280075,2354.07882809773,2356.03505889129,2358.12479809115,2391.77332252275,2405.58264724938,2406.84698168986,2432.71985364876,2472.88380326365,2498.97400360124,2496.19131351579,2504.4309565935,2501.360519348,2536.61261768459,2543.81300908784,2542.21651820986,2538.47770687147,2544.40170565413,2547.26514102058,2578.15575171851,2578.76828009581,2572.51491338447,2586.85121799119,2567.21029082753,2551.05979580876,2557.30720410518,2540.35375964733,2541.42309244335,2509.19366969018,2494.63186257059,2496.57963800251,2512.67231454386,2541.94046733934,0.882831303007088
"9",59872,1283.42059706852,1298.78735629658,1301.16694940954,1305.82341856709,1312.76036187481,1310.88399205938,1306.31174731929,1301.96004427412,1308.72016206468,1305.10316917185,1301.91661429791,1291.220719595,1277.24179123756,1268.9057626925,1266.55058350297,1267.59875489494,1269.90499609213,1264.07694429864,1261.46921758621,1254.67918485229,1256.90415444624,1255.03976588813,1266.22692939018,1277.68369401378,1286.4556480404,1309.17295636026,1345.26899598592,1370.13185694712,1377.37105371793,1382.54470820454,1387.29553013692,1413.14995346808,1422.40897390631,1435.94458809124,1444.64730340691,1458.76296503911,1467.03432091544,1484.80133899329,1489.03193932589,1489.29659014822,1486.68561585429,1479.67771753051,1465.84522884301,1464.59173824307,1459.12753931302,1450.1299121149,1431.72860387158,1412.30159708342,1400.11865304928,1395.58457263145,1403.72760843326,9.37393490797449
"10",59873,1119.91681694019,1135.22498349391,1137.75142995197,1140.29487146825,1144.77205650249,1144.04477948191,1143.03738827795,1138.88708517029,1145.43120771047,1141.42942438144,1140.13619642969,1130.47237386587,1116.50512182912,1110.12802897363,1107.24033505263,1109.02448600359,1112.37829389257,1107.64717690734,1105.61499296321,1099.60849278878,1102.91719672565,1102.55424949818,1112.68806425293,1124.41160309335,1133.64422124337,1155.53194593367,1186.7027225992,1208.98068719409,1213.03907229054,1216.52464684847,1222.31568467944,1248.68964038796,1257.05614259557,1268.30648406408,1276.0968300695,1288.56196175361,1295.11679911092,1312.49551562173,1315.8537447289,1314.63151684529,1312.72558107003,1305.09187758248,1294.13508542943,1293.630612715,1288.84365155097,1281.0872380621,1264.41816489435,1247.18707572658,1237.58264755514,1234.67213916664,1242.56006006155,10.9511029092719
