"","X","deltachange"
"402",43943,-2.0000000000001
"403",43944,0
"404",43945,-1
"405",43946,-1.0000000000003
"406",43947,-2.0000000000003
"407",43948,0
"408",43949,0
"409",43950,0
"410",43951,0
"411",43952,0
"412",43953,-1.0000000000001
"413",43954,-1.0000000000001
"414",43955,0
"415",43956,0
"416",43957,0
"417",43959,0
"418",43960,0
"419",43972,0
"420",43973,0
"421",43974,-1.0000000000001
"422",43975,-1
"423",43976,0
"424",43977,0
"425",43978,0
"426",43979,-2.0000000000001
"427",43980,0
"428",43981,-2
"429",43982,-2.0000000000003
"430",43983,0
"431",43984,0
"432",43985,-1.0000000000001
"433",43986,-2.0000000000002
"434",43987,-1.0000000000002
"435",43988,0
"436",43989,0
"437",43990,0
"438",43991,0
"439",43992,0
"440",43993,0
"441",43994,0
"442",43995,0
"443",43996,-2.0000000000002
"444",43997,-1.0000000000001
"445",43998,0
"446",43999,-2.0000000000001
"447",44000,-1
"448",44001,0
"449",44002,0
"450",44003,-1
"451",44004,0
"452",44007,0
"453",44008,0
"454",44009,0
"455",44010,0
"456",44643,0
"457",44644,-1.0000000000002
"458",44645,-1.0000000000003
"459",44646,0
"460",44647,-1
"461",44648,0
"462",44649,0
"463",44650,0
"464",44651,0
"465",44652,0
"466",44653,0
"467",44654,-1
"468",44655,0
"469",44656,0
"470",44657,0
"471",44658,0
"472",44659,0
"473",44660,0
"474",44661,0
"475",44662,0
"476",44663,-1.0000000000002
"477",44664,0
"478",44665,0
"479",44666,-1.0000000000001
"480",44667,0
"481",44668,-1.0000000000003
"482",44669,-1.0000000000002
"483",44670,-1.0000000000002
"484",44671,-2.0000000000003
"485",44672,-1.0000000000001
"486",44673,-1.0000000000002
"487",44674,-1.0000000000001
"488",44675,0
"489",44676,-1
"490",44677,-1
"491",44678,-2.0000000000001
"492",44679,-1
"493",44680,0
"494",44681,-1
"495",44682,0
"496",44683,0
"497",44684,0
"498",44685,0
"499",44686,0
"500",44687,0
"501",44693,0
"502",44694,-1
"503",44695,-1.0000000000001
"504",44696,0
"505",44697,0
"506",44698,0
"507",44699,-1
"508",44700,-1.0000000000002
"509",44701,0
"510",44702,0
"511",44703,-1.0000000000001
"512",44704,0
"513",44705,0
"514",44706,0
"515",44707,0
"516",44708,0
"517",44709,0
"518",44710,0
"519",44711,0
"520",44712,0
"521",44713,0
"522",44714,0
"523",44715,0
"524",44716,0
"525",44717,0
"526",44718,0
"527",44719,-1.0000000000001
"528",44720,-1.0000000000001
"529",44721,-1.0000000000001
"530",44722,0
"531",44723,0
"532",44724,-1.0000000000003
"533",44725,-1.0000000000001
"534",44726,0
"535",44727,0
"536",44728,0
"537",44729,0
"538",44730,-3.0000000000003
"539",44731,-1.0000000000001
"540",45364,0
"541",45365,0
"542",45366,0
"543",45367,0
"544",45368,0
"545",45369,0
"546",45370,0
"547",45371,0
"548",45372,0
"549",45373,0
"550",45374,0
"551",45375,0
"552",45376,0
"553",45377,0
"554",45378,0
"555",45379,0
"556",45380,0
"557",45381,-2.0000000000004
"558",45382,0
"559",45383,-2.0000000000003
"560",45384,-1.0000000000001
"561",45385,0
"562",45386,-1.0000000000002
"563",45387,-1.0000000000001
"564",45388,0
"565",45389,-3.0000000000002
"566",45390,-1.0000000000003
"567",45391,-1.0000000000001
"568",45392,-1.0000000000001
"569",45393,-1.0000000000002
"570",45394,-1.0000000000003
"571",45395,-1.0000000000001
"572",45396,-1
"573",45397,-1.0000000000001
"574",45398,-1
"575",45399,-2.0000000000004
"576",45400,-2.0000000000002
"577",45401,0
"578",45402,0
"579",45403,0
"580",45404,0
"581",45405,0
"582",45406,0
"583",45411,-1.0000000000003
"584",45412,0
"585",45413,-2.0000000000003
"586",45414,-2.0000000000001
"587",45415,0
"588",45416,0
"589",45417,-3.0000000000003
"590",45418,-2.0000000000002
"591",45419,0
"592",45420,0
"593",45421,0
"594",45422,-1
"595",45423,0
"596",45424,0
"597",45425,0
"598",45426,0
"599",45427,0
"600",45428,0
"601",45429,0
"602",45430,0
"603",45431,0
"604",45432,0
"605",45433,0
"606",45434,0
"607",45435,0
"608",45436,0
"609",45437,0
"610",45438,0
"611",45439,0
"612",45440,0
"613",45441,0
"614",45442,0
"615",45443,-1.0000000000001
"616",45444,0
"617",45445,-1.0000000000002
"618",45446,0
"619",45447,-1
"620",45448,0
"621",45449,0
"622",45450,0
"623",45451,-1.0000000000001
"624",45452,-1.0000000000002
"625",45453,0
"626",46085,0
"627",46086,0
"628",46087,0
"629",46088,0
"630",46089,0
"631",46090,0
"632",46091,0
"633",46092,0
"634",46093,0
"635",46094,0
"636",46095,0
"637",46096,0
"638",46097,-1
"639",46098,-1.0000000000002
"640",46099,0
"641",46100,-1.0000000000001
"642",46101,0
"643",46102,-1.0000000000002
"644",46103,0
"645",46104,0
"646",46105,-1.0000000000002
"647",46106,-1.0000000000001
"648",46107,0
"649",46108,-2.0000000000003
"650",46109,-2.0000000000001
"651",46110,-1.0000000000001
"652",46111,-2.0000000000002
"653",46112,-3.0000000000003
"654",46113,0
"655",46114,-2.0000000000004
"656",46115,-2.0000000000002
"657",46116,-1.0000000000002
"658",46117,-2.0000000000005
"659",46118,0
"660",46119,-3.0000000000004
"661",46120,0
"662",46121,-1
"663",46122,-1.0000000000002
"664",46123,-1
"665",46124,0
"666",46125,0
"667",46128,0
"668",46129,-1.0000000000001
"669",46130,-1.0000000000001
"670",46131,-1
"671",46132,-1.0000000000002
"672",46133,0
"673",46134,-1
"674",46135,-1.0000000000001
"675",46136,0
"676",46137,0
"677",46138,0
"678",46139,-2.0000000000001
"679",46140,-1.0000000000002
"680",46141,0
"681",46142,0
"682",46143,0
"683",46144,0
"684",46145,0
"685",46146,0
"686",46147,0
"687",46148,0
"688",46149,0
"689",46150,0
"690",46151,0
"691",46152,0
"692",46153,0
"693",46154,0
"694",46155,0
"695",46156,0
"696",46157,0
"697",46158,0
"698",46159,0
"699",46160,0
"700",46161,0
"701",46162,0
"702",46163,0
"703",46164,0
"704",46165,0
"705",46166,0
"706",46167,0
"707",46168,0
"708",46169,-2.0000000000001
"709",46170,-1.0000000000001
"710",46171,0
"711",46172,-1
"712",46173,-2.0000000000002
"713",46174,-1.0000000000003
"714",46175,0
"715",46807,0
"716",46808,0
"717",46809,0
"718",46810,0
"719",46811,0
"720",46812,0
"721",46813,0
"722",46814,0
"723",46815,0
"724",46816,0
"725",46817,0
"726",46818,0
"727",46819,0
"728",46820,0
"729",46821,-1.0000000000002
"730",46822,0
"731",46823,0
"732",46824,0
"733",46825,-1.0000000000002
"734",46826,-1.0000000000001
"735",46827,0
"736",46828,-1.0000000000002
"737",46829,-1.0000000000002
"738",46830,-1.0000000000003
"739",46831,-2.0000000000003
"740",46832,-1.0000000000002
"741",46833,-1
"742",46834,-1.0000000000001
"743",46835,0
"744",46836,0
"745",46837,0
"746",46838,-1.0000000000001
"747",46839,-2.0000000000002
"748",46840,-1.0000000000001
"749",46841,-2.0000000000004
"750",46842,0
"751",46843,0
"752",46844,0
"753",46845,0
"754",46847,0
"755",46848,0
"756",46849,-1.0000000000001
"757",46850,-1.0000000000001
"758",46851,0
"759",46852,0
"760",46853,-1.0000000000002
"761",46854,-1
"762",46855,0
"763",46856,0
"764",46857,-1.0000000000001
"765",46858,0
"766",46859,0
"767",46860,0
"768",46861,0
"769",46862,0
"770",46863,0
"771",46864,0
"772",46865,0
"773",46866,0
"774",46867,0
"775",46868,0
"776",46869,0
"777",46870,0
"778",46871,0
"779",46872,0
"780",46873,0
"781",46874,0
"782",46875,0
"783",46876,0
"784",46877,0
"785",46878,0
"786",46879,0
"787",46880,0
"788",46881,0
"789",46882,0
"790",46883,0
"791",46884,0
"792",46885,0
"793",46886,0
"794",46887,0
"795",46888,0
"796",46889,-1.0000000000001
"797",46890,-2.0000000000002
"798",46891,0
"799",46892,0
"800",46893,0
"801",46894,0
"802",46895,0
"803",47527,0
"804",47528,0
"805",47529,0
"806",47530,0
"807",47531,0
"808",47532,0
"809",47533,0
"810",47534,0
"811",47535,0
"812",47536,0
"813",47537,0
"814",47538,0
"815",47539,0
"816",47540,0
"817",47541,-1
"818",47542,0
"819",47543,0
"820",47544,0
"821",47545,0
"822",47546,0
"823",47547,0
"824",47548,-1
"825",47549,0
"826",47550,-2.0000000000004
"827",47551,-1
"828",47552,-1
"829",47553,-1
"830",47554,0
"831",47555,0
"832",47556,0
"833",47557,0
"834",47558,-1.0000000000003
"835",47559,-1
"836",47560,0
"837",47561,-2.0000000000004
"838",47562,0
"839",47563,-1.0000000000001
"840",47564,0
"841",47565,-1
"842",47566,-2.0000000000005
"843",47567,-1.0000000000001
"844",47568,-1.0000000000003
"845",47569,0
"846",47570,-1
"847",47571,-1
"848",47572,0
"849",47573,0
"850",47574,-3.0000000000004
"851",47575,-2.0000000000001
"852",47576,0
"853",47577,0
"854",47578,0
"855",47579,0
"856",47580,0
"857",47581,0
"858",47582,0
"859",47583,0
"860",47584,0
"861",47585,0
"862",47586,0
"863",47587,0
"864",47588,0
"865",47589,0
"866",47590,0
"867",47591,0
"868",47592,0
"869",47593,0
"870",47594,0
"871",47595,0
"872",47596,0
"873",47597,0
"874",47598,0
"875",47599,0
"876",47600,0
"877",47601,0
"878",47602,0
"879",47603,0
"880",47604,0
"881",47605,0
"882",47606,0
"883",47607,0
"884",47608,0
"885",47609,0
"886",47610,0
"887",47611,-1
"888",47612,0
"889",47613,0
"890",47614,-1.0000000000002
"891",47615,0
"892",47616,0
"893",48248,0
"894",48249,0
"895",48250,0
"896",48251,0
"897",48252,0
"898",48253,0
"899",48254,0
"900",48255,0
"901",48256,0
"902",48257,0
"903",48258,0
"904",48259,0
"905",48260,0
"906",48261,0
"907",48262,-1
"908",48263,0
"909",48264,0
"910",48265,0
"911",48266,0
"912",48267,0
"913",48268,-1.0000000000001
"914",48269,-2.0000000000002
"915",48270,-1.0000000000002
"916",48271,-1.0000000000001
"917",48272,-1.0000000000001
"918",48273,-1.0000000000001
"919",48274,0
"920",48275,0
"921",48276,-1.0000000000001
"922",48277,-1.0000000000001
"923",48278,-3.0000000000002
"924",48279,-1.0000000000001
"925",48280,0
"926",48283,0
"927",48284,0
"928",48285,-1.0000000000002
"929",48286,-2.0000000000002
"930",48287,0
"931",48288,0
"932",48289,-1.0000000000001
"933",48290,0
"934",48291,0
"935",48292,0
"936",48293,0
"937",48294,-1.0000000000003
"938",48295,0
"939",48296,0
"940",48297,0
"941",48298,0
"942",48299,0
"943",48300,0
"944",48301,0
"945",48302,0
"946",48303,0
"947",48304,0
"948",48305,0
"949",48306,0
"950",48307,0
"951",48308,0
"952",48309,0
"953",48310,0
"954",48311,0
"955",48312,0
"956",48313,0
"957",48314,0
"958",48316,0
"959",48317,0
"960",48318,0
"961",48319,0
"962",48320,0
"963",48321,0
"964",48322,0
"965",48323,0
"966",48324,0
"967",48325,0
"968",48326,0
"969",48327,0
"970",48328,0
"971",48329,0
"972",48330,-1
"973",48331,0
"974",48332,0
"975",48333,0
"976",48334,0
"977",48335,-1.0000000000003
"978",48336,0
"979",48337,0
"980",48338,0
"981",48948,0
"982",48949,0
"983",48950,0
"984",48951,0
"985",48952,0
"986",48968,0
"987",48969,0
"988",48970,0
"989",48971,0
"990",48972,0
"991",48973,0
"992",48974,0
"993",48975,0
"994",48976,0
"995",48977,0
"996",48978,0
"997",48979,0
"998",48980,0
"999",48981,0
"1000",48982,0
"1001",48983,0
"1002",48984,0
"1003",48985,0
"1004",48986,0
"1005",48987,0
"1006",48988,-1
"1007",48989,-1.0000000000001
"1008",48990,-1
"1009",48991,-1.0000000000001
"1010",48992,0
"1011",48993,0
"1012",48994,-1.0000000000002
"1013",48995,-1.0000000000002
"1014",48996,-1.0000000000001
"1015",48997,-1.0000000000001
"1016",48998,0
"1017",48999,0
"1018",49000,-1.0000000000002
"1019",49001,-2.0000000000003
"1020",49002,0
"1021",49003,0
"1022",49004,0
"1023",49005,0
"1024",49006,-1.0000000000001
"1025",49007,0
"1026",49008,-1
"1027",49009,0
"1028",49010,0
"1029",49011,0
"1030",49012,0
"1031",49013,0
"1032",49014,0
"1033",49015,0
"1034",49016,0
"1035",49017,0
"1036",49018,0
"1037",49019,0
"1038",49020,0
"1039",49021,0
"1040",49022,0
"1041",49023,0
"1042",49024,0
"1043",49025,0
"1044",49026,0
"1045",49027,0
"1046",49037,0
"1047",49038,0
"1048",49039,0
"1049",49040,0
"1050",49041,0
"1051",49042,0
"1052",49043,0
"1053",49044,0
"1054",49045,0
"1055",49046,0
"1056",49047,0
"1057",49048,0
"1058",49049,0
"1059",49050,0
"1060",49051,0
"1061",49052,0
"1062",49053,0
"1063",49054,0
"1064",49055,0
"1065",49056,0
"1066",49057,0
"1067",49058,0
"1068",49059,0
"1069",49060,0
"1070",49666,0
"1071",49667,0
"1072",49668,0
"1073",49669,0
"1074",49670,0
"1075",49671,0
"1076",49672,0
"1077",49673,0
"1078",49674,0
"1079",49675,0
"1080",49676,0
"1081",49682,0
"1082",49683,0
"1083",49684,0
"1084",49685,0
"1085",49686,0
"1086",49687,0
"1087",49688,0
"1088",49689,0
"1089",49690,0
"1090",49691,0
"1091",49692,0
"1092",49693,0
"1093",49694,0
"1094",49695,0
"1095",49696,0
"1096",49697,0
"1097",49698,0
"1098",49699,0
"1099",49700,0
"1100",49701,0
"1101",49702,0
"1102",49703,0
"1103",49704,0
"1104",49705,0
"1105",49706,0
"1106",49707,0
"1107",49708,0
"1108",49709,-2.0000000000002
"1109",49710,0
"1110",49711,-1
"1111",49712,0
"1112",49713,-1.0000000000001
"1113",49714,-2.0000000000002
"1114",49715,-1
"1115",49716,-1.0000000000002
"1116",49717,0
"1117",49718,0
"1118",49719,-1.0000000000002
"1119",49720,-1
"1120",49721,-1
"1121",49722,-1
"1122",49723,-1.0000000000002
"1123",49724,0
"1124",49725,-1.0000000000002
"1125",49726,-1.0000000000002
"1126",49727,-1.0000000000001
"1127",49728,0
"1128",49729,0
"1129",49730,0
"1130",49731,0
"1131",49732,0
"1132",49733,0
"1133",49734,0
"1134",49735,0
"1135",49736,0
"1136",49737,0
"1137",49738,0
"1138",49739,0
"1139",49740,0
"1140",49741,0
"1141",49742,0
"1142",49743,0
"1143",49744,0
"1144",49745,0
"1145",49746,0
"1146",49758,0
"1147",49759,0
"1148",49760,0
"1149",49761,0
"1150",49762,0
"1151",49763,0
"1152",49764,0
"1153",49765,0
"1154",49766,0
"1155",49767,0
"1156",49768,0
"1157",49769,0
"1158",49770,0
"1159",49771,0
"1160",49772,0
"1161",49773,0
"1162",49774,0
"1163",49775,0
"1164",49776,0
"1165",49777,0
"1166",49778,0
"1167",49779,0
"1168",49780,0
"1169",49781,0
"1170",50385,0
"1171",50386,0
"1172",50387,0
"1173",50388,0
"1174",50389,0
"1175",50390,0
"1176",50391,0
"1177",50392,0
"1178",50393,0
"1179",50394,0
"1180",50395,0
"1181",50396,0
"1182",50397,0
"1183",50398,0
"1184",50399,0
"1185",50402,0
"1186",50403,0
"1187",50404,0
"1188",50405,0
"1189",50406,0
"1190",50407,0
"1191",50408,0
"1192",50409,0
"1193",50410,0
"1194",50411,0
"1195",50412,0
"1196",50413,0
"1197",50414,0
"1198",50415,0
"1199",50416,0
"1200",50417,0
"1201",50418,0
"1202",50419,0
"1203",50420,0
"1204",50421,0
"1205",50422,0
"1206",50423,0
"1207",50424,0
"1208",50425,0
"1209",50426,0
"1210",50427,0
"1211",50428,-1.0000000000002
"1212",50429,0
"1213",50430,0
"1214",50431,-1
"1215",50432,0
"1216",50433,-1.0000000000002
"1217",50434,-1.0000000000001
"1218",50435,-1
"1219",50436,-1
"1220",50437,-1
"1221",50438,-1.0000000000001
"1222",50439,0
"1223",50440,-1.0000000000001
"1224",50441,-2.0000000000002
"1225",50442,0
"1226",50443,0
"1227",50444,0
"1228",50445,-1.0000000000003
"1229",50446,-1
"1230",50447,0
"1231",50448,0
"1232",50449,0
"1233",50450,0
"1234",50451,0
"1235",50452,0
"1236",50453,0
"1237",50454,0
"1238",50455,0
"1239",50456,0
"1240",50457,0
"1241",50458,0
"1242",50459,0
"1243",50460,0
"1244",50461,0
"1245",50462,0
"1246",50463,0
"1247",50464,0
"1248",50479,0
"1249",50480,0
"1250",50481,0
"1251",50482,0
"1252",50483,0
"1253",50484,0
"1254",50485,0
"1255",50486,0
"1256",50487,0
"1257",50488,0
"1258",50489,0
"1259",50490,0
"1260",50491,0
"1261",50492,0
"1262",50493,0
"1263",50494,0
"1264",50495,0
"1265",50496,-1.0000000000001
"1266",50497,0
"1267",50498,0
"1268",50499,0
"1269",50500,0
"1270",51103,0
"1271",51104,0
"1272",51105,0
"1273",51106,0
"1274",51107,0
"1275",51108,0
"1276",51109,0
"1277",51110,0
"1278",51111,0
"1279",51112,0
"1280",51113,0
"1281",51114,0
"1282",51115,0
"1283",51116,0
"1284",51117,0
"1285",51118,0
"1286",51119,0
"1287",51122,0
"1288",51123,0
"1289",51124,0
"1290",51125,0
"1291",51126,0
"1292",51127,0
"1293",51128,0
"1294",51129,0
"1295",51130,0
"1296",51131,0
"1297",51132,0
"1298",51133,0
"1299",51134,0
"1300",51135,0
"1301",51136,0
"1302",51137,0
"1303",51138,0
"1304",51139,0
"1305",51140,0
"1306",51141,0
"1307",51142,0
"1308",51143,0
"1309",51144,0
"1310",51145,0
"1311",51146,0
"1312",51147,0
"1313",51148,0
"1314",51149,-1.0000000000002
"1315",51150,-1.0000000000001
"1316",51151,0
"1317",51152,0
"1318",51153,0
"1319",51154,0
"1320",51155,0
"1321",51156,0
"1322",51157,0
"1323",51158,0
"1324",51159,0
"1325",51160,0
"1326",51161,0
"1327",51162,0
"1328",51163,0
"1329",51164,0
"1330",51165,0
"1331",51166,0
"1332",51167,0
"1333",51168,0
"1334",51169,0
"1335",51170,0
"1336",51171,0
"1337",51172,0
"1338",51173,0
"1339",51174,0
"1340",51175,0
"1341",51176,0
"1342",51177,0
"1343",51178,0
"1344",51179,0
"1345",51180,0
"1346",51181,0
"1347",51182,0
"1348",51201,0
"1349",51202,0
"1350",51203,0
"1351",51204,0
"1352",51205,0
"1353",51206,0
"1354",51207,0
"1355",51208,0
"1356",51209,0
"1357",51210,0
"1358",51211,0
"1359",51212,0
"1360",51213,0
"1361",51214,0
"1362",51215,0
"1363",51216,0
"1364",51217,0
"1365",51822,0
"1366",51823,0
"1367",51824,0
"1368",51825,0
"1369",51826,0
"1370",51827,0
"1371",51828,0
"1372",51829,0
"1373",51830,0
"1374",51831,0
"1375",51832,0
"1376",51833,0
"1377",51834,0
"1378",51835,0
"1379",51836,0
"1380",51837,0
"1381",51838,0
"1382",51839,0
"1383",51842,0
"1384",51843,0
"1385",51844,0
"1386",51845,0
